OutputArea,TotalPopOver16,StudentPop
S00175282,109,7
S00175283,87,3
S00175284,127,11
S00175285,97,5
S00175286,95,1
S00175287,65,5
S00175288,122,7
S00175289,78,3
S00175290,64,3
S00175291,161,10
S00175292,70,3
S00175293,90,2
S00175294,80,-
S00175295,97,6
S00175296,114,9
S00175297,75,4
S00175298,124,2
S00175299,45,5
S00175300,133,9
S00175301,130,4
S00175302,99,6
S00175303,112,5
S00175304,93,3
S00175305,135,8
S00175306,68,7
S00175307,127,9
S00175308,126,16
S00175309,85,1
S00175310,122,3
S00175311,156,8
S00175312,54,2
S00175313,136,5
S00175314,80,3
S00175315,81,2
S00175316,62,1
S00175317,60,-
S00175318,75,5
S00175319,67,1
S00175320,74,3
S00175321,82,4
S00175322,67,2
S00175323,56,5
S00175324,81,2
S00175325,73,6
S00175326,86,-
S00175327,102,4
S00175328,57,2
S00175329,83,2
S00175330,114,9
S00175331,80,7
S00175332,81,5
S00175333,62,8
S00175334,79,5
S00175335,100,3
S00175336,73,10
S00175337,63,5
S00175338,109,14
S00175339,93,3
S00175340,68,1
S00175341,82,5
S00175342,76,1
S00175343,112,7
S00175344,68,4
S00175345,88,11
S00175346,84,1
S00175347,68,3
S00175348,76,6
S00175349,82,3
S00175350,105,4
S00175351,134,7
S00175352,81,3
S00175353,140,16
S00175354,101,-
S00175355,175,7
S00175356,95,8
S00175357,104,1
S00175358,72,2
S00175359,77,4
S00175360,107,3
S00175361,88,1
S00175362,86,2
S00175363,76,2
S00175364,105,8
S00175365,72,12
S00175366,98,7
S00175367,137,11
S00175368,70,3
S00175369,60,1
S00175370,86,2
S00175371,100,4
S00175372,103,7
S00175373,137,4
S00175374,67,11
S00175375,51,5
S00175376,59,4
S00175377,61,7
S00175378,68,4
S00175379,87,7
S00175380,106,3
S00175381,106,10
S00175382,72,5
S00175383,73,5
S00175384,56,7
S00175385,59,8
S00175386,55,2
S00175387,87,15
S00175388,125,50
S00175389,102,6
S00175390,86,1
S00175391,108,-
S00175392,67,3
S00175393,62,8
S00175394,100,7
S00175395,63,4
S00175396,67,5
S00175397,97,9
S00175398,108,14
S00175399,62,-
S00175400,89,-
S00175401,98,8
S00175402,70,-
S00175403,157,10
S00175404,59,4
S00175405,97,5
S00175406,76,-
S00175407,63,4
S00175408,96,2
S00175409,129,5
S00175410,96,8
S00175411,99,7
S00175412,105,6
S00175413,125,16
S00175414,59,-
S00175415,83,8
S00175416,136,6
S00175417,67,5
S00175418,47,2
S00175419,89,5
S00175420,139,5
S00175421,69,8
S00175422,103,8
S00175423,63,3
S00175424,78,3
S00175425,73,2
S00175426,97,2
S00175427,243,140
S00175428,93,4
S00175429,63,5
S00175430,77,4
S00175431,80,5
S00175432,146,7
S00175433,130,12
S00175434,62,4
S00175435,120,3
S00175436,85,5
S00175437,60,6
S00175438,78,3
S00175439,68,2
S00175440,109,2
S00175441,82,5
S00175442,123,7
S00175443,63,1
S00175444,64,6
S00175445,81,1
S00175446,132,8
S00175447,58,4
S00175448,70,4
S00175449,86,7
S00175450,135,13
S00175451,85,3
S00175452,65,-
S00175453,109,3
S00175454,81,5
S00175455,142,8
S00175456,149,14
S00175457,94,2
S00175458,71,2
S00175459,132,6
S00175460,89,5
S00175461,76,3
S00175462,111,5
S00175463,64,5
S00175464,71,5
S00175465,71,3
S00175466,100,7
S00175467,72,4
S00175468,88,1
S00175469,98,8
S00175470,104,8
S00175471,123,9
S00175472,141,4
S00175473,155,-
S00175474,79,3
S00175475,135,14
S00175476,77,3
S00175477,92,3
S00175478,82,1
S00175479,80,6
S00175480,137,6
S00175481,85,7
S00175482,88,5
S00175483,108,10
S00175484,107,5
S00175485,112,6
S00175486,67,2
S00175487,80,5
S00175488,57,1
S00175489,81,1
S00175490,94,6
S00175491,145,6
S00175492,77,6
S00175493,99,12
S00175494,92,5
S00175495,83,3
S00175496,159,7
S00175497,85,9
S00175498,159,8
S00175499,104,7
S00175500,100,7
S00175501,72,2
S00175502,62,5
S00175503,119,6
S00175504,117,7
S00175505,76,7
S00175506,120,5
S00175507,129,7
S00175508,92,7
S00175509,95,5
S00175510,77,8
S00175511,79,7
S00175512,94,9
S00175513,69,6
S00175514,94,7
S00175515,66,3
S00175516,118,5
S00175517,78,6
S00175518,65,2
S00175519,90,7
S00175520,97,10
S00175521,83,3
S00175522,143,15
S00175523,95,10
S00175524,99,4
S00175525,140,6
S00175526,186,10
S00175527,113,5
S00175528,117,3
S00175529,88,2
S00175530,134,9
S00175531,128,9
S00175532,113,6
S00175533,156,5
S00175534,154,8
S00175535,155,10
S00175536,148,5
S00175537,83,5
S00175538,71,-
S00175539,105,7
S00175540,72,-
S00175541,120,7
S00175542,70,2
S00175543,136,6
S00175544,109,2
S00175545,131,11
S00175546,102,5
S00175547,94,3
S00175548,93,11
S00175549,73,-
S00175550,134,8
S00175551,129,5
S00175552,84,5
S00175553,117,8
S00175554,87,6
S00175555,114,8
S00175556,76,-
S00175557,141,10
S00175558,79,5
S00175559,78,6
S00175560,133,6
S00175561,141,16
S00175562,92,12
S00175563,99,3
S00175564,108,6
S00175565,70,3
S00175566,88,13
S00175567,81,1
S00175568,77,5
S00175569,137,3
S00175570,116,2
S00175571,136,10
S00175572,79,-
S00175573,86,6
S00175574,55,-
S00175575,63,-
S00175576,90,4
S00175577,90,1
S00175578,111,6
S00175579,61,1
S00175580,83,4
S00175581,64,5
S00175582,93,5
S00175583,118,3
S00175584,73,3
S00175585,65,2
S00175586,91,2
S00175587,51,1
S00175588,60,2
S00175589,69,6
S00175590,134,6
S00175591,96,-
S00175592,98,4
S00175593,77,6
S00175594,85,5
S00175595,55,4
S00175596,59,2
S00175597,86,5
S00175598,114,6
S00175599,63,-
S00175600,77,3
S00175601,77,6
S00175602,102,5
S00175603,125,6
S00175604,115,6
S00175605,167,15
S00175606,115,4
S00175607,62,3
S00175608,148,10
S00175609,65,1
S00175610,91,10
S00175611,82,6
S00175612,89,3
S00175613,155,10
S00175614,86,8
S00175615,54,4
S00175616,90,4
S00175617,126,9
S00175618,145,13
S00175619,81,3
S00175620,101,6
S00175621,112,8
S00175622,110,8
S00175623,88,7
S00175624,91,-
S00175625,90,6
S00175626,87,7
S00175627,76,2
S00175628,99,8
S00175629,109,9
S00175630,79,6
S00175631,84,4
S00175632,155,8
S00175633,89,4
S00175634,75,2
S00175635,112,8
S00175636,107,4
S00175637,119,6
S00175638,91,3
S00175639,84,6
S00175640,87,4
S00175641,122,8
S00175642,134,6
S00175643,93,2
S00175644,84,5
S00175645,126,7
S00175646,144,7
S00175647,121,4
S00175648,202,13
S00175649,92,5
S00175650,109,6
S00175651,81,4
S00175652,98,7
S00175653,87,4
S00175654,97,7
S00175655,73,6
S00175656,66,7
S00175657,90,8
S00175658,120,4
S00175659,118,7
S00175660,78,3
S00175661,102,4
S00175662,107,7
S00175663,120,8
S00175664,85,4
S00175665,101,4
S00175666,75,6
S00175667,91,6
S00175668,98,4
S00175669,100,9
S00175670,107,6
S00175671,116,4
S00175672,141,5
S00175673,70,3
S00175674,83,3
S00175675,77,1
S00175676,143,6
S00175677,87,7
S00175678,122,7
S00175679,83,6
S00175680,73,3
S00175681,63,1
S00175682,94,8
S00175683,115,3
S00175684,113,4
S00175685,127,5
S00175686,96,1
S00175687,95,4
S00175688,130,9
S00175689,118,5
S00175690,80,16
S00175691,109,4
S00175692,89,3
S00175693,85,9
S00175694,160,13
S00175695,60,6
S00175696,157,11
S00175697,94,2
S00175698,105,5
S00175699,137,7
S00175700,70,2
S00175701,78,-
S00175702,48,3
S00175703,102,7
S00175704,102,6
S00175705,108,4
S00175706,72,9
S00175707,60,5
S00175708,77,7
S00175709,74,4
S00175710,76,2
S00175711,111,5
S00175712,65,3
S00175713,143,8
S00175714,118,6
S00175715,79,5
S00175716,115,9
S00175717,147,2
S00175718,71,4
S00175719,67,1
S00175720,90,5
S00175721,71,2
S00175722,56,4
S00175723,53,-
S00175724,58,7
S00175725,116,5
S00175726,102,2
S00175727,98,4
S00175728,155,10
S00175729,73,8
S00175730,91,2
S00175731,72,7
S00175732,151,12
S00175733,107,6
S00175734,50,1
S00175735,103,5
S00175736,143,5
S00175737,89,-
S00175738,122,3
S00175739,122,12
S00175740,69,-
S00175741,81,6
S00175742,66,7
S00175743,68,8
S00175744,60,2
S00175745,126,6
S00175746,71,6
S00175747,109,11
S00175748,63,4
S00175749,113,7
S00175750,113,5
S00175751,58,2
S00175752,118,2
S00175753,134,1
S00175754,138,4
S00175755,67,3
S00175756,104,5
S00175757,100,5
S00175758,74,2
S00175759,93,6
S00175760,77,6
S00175761,76,1
S00175762,100,3
S00175763,132,4
S00175764,91,9
S00175765,87,-
S00175766,125,5
S00175767,91,3
S00175768,147,6
S00175769,68,1
S00175770,74,2
S00175771,66,-
S00175772,96,5
S00175773,49,-
S00175774,101,6
S00175775,82,-
S00175776,142,6
S00175777,62,-
S00175778,141,4
S00175779,90,-
S00175780,105,4
S00175781,102,4
S00175782,66,-
S00175783,133,7
S00175784,66,5
S00175785,108,4
S00175786,88,4
S00175787,79,2
S00175788,129,1
S00175789,86,-
S00175790,70,-
S00175791,89,3
S00175792,83,3
S00175793,72,10
S00175794,109,2
S00175795,64,1
S00175796,50,5
S00175797,73,2
S00175798,126,3
S00175799,121,4
S00175800,136,6
S00175801,98,8
S00175802,68,4
S00175803,75,3
S00175804,94,2
S00175805,87,5
S00175806,66,6
S00175807,88,6
S00175808,104,7
S00175809,86,4
S00175810,121,6
S00175811,59,6
S00175812,86,2
S00175813,139,10
S00175814,93,6
S00175815,71,2
S00175816,106,17
S00175817,63,4
S00175818,79,10
S00175819,84,8
S00175820,74,3
S00175821,107,10
S00175822,78,1
S00175823,82,1
S00175824,66,2
S00175825,69,-
S00175826,108,2
S00175827,103,4
S00175828,83,5
S00175829,94,11
S00175830,101,4
S00175831,127,6
S00175832,131,13
S00175833,109,8
S00175834,103,4
S00175835,96,3
S00175836,122,12
S00175837,69,1
S00175838,120,12
S00175839,113,5
S00175840,92,3
S00175841,119,5
S00175842,106,1
S00175843,66,-
S00175844,88,7
S00175845,68,4
S00175846,94,1
S00175847,104,6
S00175848,140,2
S00175849,86,2
S00175850,141,6
S00175851,134,2
S00175852,91,3
S00175853,88,1
S00175854,90,4
S00175855,103,9
S00175856,53,-
S00175857,62,-
S00175858,60,1
S00175859,85,-
S00175860,84,5
S00175861,96,10
S00175862,81,8
S00175863,70,3
S00175864,64,2
S00175865,92,-
S00175866,108,10
S00175867,87,8
S00175868,137,17
S00175869,90,14
S00175870,128,3
S00175871,107,3
S00175872,83,5
S00175873,103,7
S00175874,86,10
S00175875,95,3
S00175876,151,11
S00175877,98,4
S00175878,92,4
S00175879,121,16
S00175880,108,6
S00175881,139,8
S00175882,83,5
S00175883,98,5
S00175884,60,5
S00175885,93,7
S00175886,89,11
S00175887,72,7
S00175888,71,4
S00175889,70,7
S00175890,73,5
S00175891,69,1
S00175892,94,3
S00175893,61,4
S00175894,71,2
S00175895,77,4
S00175896,70,6
S00175897,65,4
S00175898,110,3
S00175899,96,9
S00175900,154,7
S00175901,88,1
S00175902,101,5
S00175903,56,-
S00175904,92,2
S00175905,61,4
S00175906,57,1
S00175907,61,7
S00175908,64,1
S00175909,51,5
S00175910,97,4
S00175911,99,7
S00175912,67,9
S00175913,83,1
S00175914,71,1
S00175915,129,7
S00175916,94,6
S00175917,94,2
S00175918,65,2
S00175919,97,4
S00175920,55,2
S00175921,100,6
S00175922,83,2
S00175923,140,7
S00175924,48,1
S00175925,136,9
S00175926,60,3
S00175927,71,14
S00175928,96,4
S00175929,89,1
S00175930,82,2
S00175931,195,25
S00175932,110,2
S00175933,53,6
S00175934,82,1
S00175935,75,8
S00175936,65,4
S00175937,66,2
S00175938,113,4
S00175939,130,3
S00175940,104,4
S00175941,62,-
S00175942,152,9
S00175943,78,9
S00175944,97,9
S00175945,85,3
S00175946,62,4
S00175947,82,1
S00175948,75,-
S00175949,116,6
S00175950,90,7
S00175951,63,4
S00175952,136,6
S00175953,85,2
S00175954,67,3
S00175955,81,3
S00175956,96,4
S00175957,60,-
S00175958,120,7
S00175959,91,3
S00175960,113,8
S00175961,132,5
S00175962,107,2
S00175963,100,1
S00175964,121,6
S00175965,55,1
S00175966,95,5
S00175967,89,2
S00175968,72,6
S00175969,99,6
S00175970,102,3
S00175971,118,4
S00175972,83,7
S00175973,92,3
S00175974,93,4
S00175975,128,8
S00175976,128,7
S00175977,88,8
S00175978,84,11
S00175979,82,3
S00175980,133,15
S00175981,100,4
S00175982,63,2
S00175983,113,3
S00175984,76,1
S00175985,64,8
S00175986,104,5
S00175987,112,6
S00175988,104,7
S00175989,128,5
S00175990,80,7
S00175991,51,-
S00175992,65,2
S00175993,79,3
S00175994,70,-
S00175995,95,2
S00175996,97,5
S00175997,108,6
S00175998,145,8
S00175999,85,1
S00176000,50,2
S00176001,70,3
S00176002,108,7
S00176003,110,4
S00176004,108,4
S00176005,94,4
S00176006,74,6
S00176007,69,10
S00176008,160,9
S00176009,172,4
S00176010,126,8
S00176011,68,3
S00176012,72,1
S00176013,99,3
S00176014,103,4
S00176015,63,6
S00176016,135,12
S00176017,141,12
S00176018,140,10
S00176019,51,5
S00176020,53,2
S00176021,156,8
S00176022,94,2
S00176023,65,6
S00176024,93,6
S00176025,126,6
S00176026,127,8
S00176027,120,5
S00176028,87,4
S00176029,167,24
S00176030,115,10
S00176031,59,3
S00176032,105,7
S00176033,107,8
S00176034,148,18
S00176035,105,10
S00176036,56,1
S00176037,92,6
S00176038,67,1
S00176039,141,6
S00176040,73,7
S00176041,129,17
S00176042,83,2
S00176043,155,14
S00176044,73,5
S00176045,66,7
S00176046,160,17
S00176047,58,1
S00176048,83,2
S00176049,109,4
S00176050,131,16
S00176051,137,4
S00176052,135,3
S00176053,115,6
S00176054,89,-
S00176055,126,5
S00176056,94,7
S00176057,102,2
S00176058,84,3
S00176059,91,5
S00176060,81,4
S00176061,86,8
S00176062,76,2
S00176063,78,6
S00176064,87,8
S00176065,101,4
S00176066,126,5
S00176067,111,15
S00176068,73,1
S00176069,109,7
S00176070,86,4
S00176071,78,4
S00176072,109,11
S00176073,117,13
S00176074,60,3
S00176075,81,7
S00176076,98,10
S00176077,111,9
S00176078,106,10
S00176079,70,3
S00176080,131,10
S00176081,113,8
S00176082,102,5
S00176083,147,6
S00176084,112,16
S00176085,125,2
S00176086,78,7
S00176087,132,8
S00176088,56,-
S00176089,58,3
S00176090,51,4
S00176091,108,6
S00176092,88,15
S00176093,92,10
S00176094,68,8
S00176095,83,4
S00176096,74,3
S00176097,132,13
S00176098,123,3
S00176099,151,5
S00176100,77,1
S00176101,60,4
S00176102,165,3
S00176103,127,9
S00176104,99,2
S00176105,75,6
S00176106,88,7
S00176107,66,5
S00176108,57,8
S00176109,110,5
S00176110,81,7
S00176111,80,8
S00176112,129,18
S00176113,80,-
S00176114,56,3
S00176115,130,6
S00176116,56,3
S00176117,81,6
S00176118,83,-
S00176119,99,2
S00176120,88,-
S00176121,56,3
S00176122,81,-
S00176123,95,4
S00176124,153,27
S00176125,154,16
S00176126,98,15
S00176127,115,3
S00176128,63,10
S00176129,121,9
S00176130,115,22
S00176131,89,-
S00176132,104,6
S00176133,77,7
S00176134,112,18
S00176135,109,5
S00176136,89,7
S00176137,92,6
S00176138,110,7
S00176139,61,2
S00176140,84,4
S00176141,118,13
S00176142,71,-
S00176143,88,7
S00176144,133,5
S00176145,82,1
S00176146,117,8
S00176147,79,1
S00176148,103,13
S00176149,119,11
S00176150,102,6
S00176151,106,3
S00176152,96,4
S00176153,93,-
S00176154,69,4
S00176155,75,1
S00176156,93,8
S00176157,116,7
S00176158,59,5
S00176159,90,5
S00176160,132,19
S00176161,115,10
S00176162,109,4
S00176163,111,12
S00176164,88,6
S00176165,59,2
S00176166,65,-
S00176167,101,4
S00176168,116,8
S00176169,90,-
S00176170,135,10
S00176171,132,6
S00176172,117,10
S00176173,67,-
S00176174,117,17
S00176175,158,13
S00176176,82,6
S00176177,68,6
S00176178,74,2
S00176179,82,8
S00176180,89,4
S00176181,57,7
S00176182,105,8
S00176183,157,17
S00176184,125,6
S00176185,157,13
S00176186,150,7
S00176187,211,31
S00176188,198,23
S00176189,129,6
S00176190,113,8
S00176191,67,-
S00176192,103,4
S00176193,87,3
S00176194,93,3
S00176195,73,3
S00176196,111,15
S00176197,153,14
S00176198,123,11
S00176199,91,7
S00176200,67,-
S00176201,112,10
S00176202,93,10
S00176203,82,3
S00176204,163,13
S00176205,115,10
S00176206,128,10
S00176207,172,10
S00176208,160,7
S00176209,73,7
S00176210,98,6
S00176211,137,14
S00176212,104,2
S00176213,123,6
S00176214,99,4
S00176215,59,-
S00176216,108,5
S00176217,90,4
S00176218,98,6
S00176219,89,2
S00176220,118,7
S00176221,162,14
S00176222,75,3
S00176223,88,6
S00176224,70,1
S00176225,96,7
S00176226,95,6
S00176227,84,7
S00176228,179,11
S00176229,57,1
S00176230,79,7
S00176231,59,9
S00176232,86,10
S00176233,126,10
S00176234,110,6
S00176235,113,7
S00176236,107,6
S00176237,83,5
S00176238,148,13
S00176239,84,5
S00176240,181,16
S00176241,132,10
S00176242,93,13
S00176243,126,9
S00176244,71,-
S00176245,137,15
S00176246,126,10
S00176247,166,11
S00176248,91,4
S00176249,73,7
S00176250,114,8
S00176251,119,5
S00176252,64,3
S00176253,77,2
S00176254,109,12
S00176255,105,7
S00176256,72,7
S00176257,76,5
S00176258,125,14
S00176259,92,3
S00176260,71,2
S00176261,89,11
S00176262,136,15
S00176263,66,4
S00176264,69,-
S00176265,94,-
S00176266,98,6
S00176267,83,7
S00176268,114,6
S00176269,122,7
S00176270,61,3
S00176271,153,14
S00176272,81,8
S00176273,81,13
S00176274,61,7
S00176275,107,5
S00176276,85,2
S00176277,181,25
S00176278,116,7
S00176279,88,8
S00176280,115,2
S00176281,67,2
S00176282,96,16
S00176283,63,1
S00176284,79,2
S00176285,135,17
S00176286,182,20
S00176287,90,4
S00176288,177,18
S00176289,83,15
S00176290,150,4
S00176291,90,11
S00176292,108,9
S00176293,109,5
S00176294,83,3
S00176295,76,-
S00176296,67,11
S00176297,101,4
S00176298,142,10
S00176299,64,3
S00176300,150,3
S00176301,90,5
S00176302,116,12
S00176303,77,10
S00176304,65,-
S00176305,49,2
S00176306,100,4
S00176307,152,7
S00176308,119,15
S00176309,65,-
S00176310,58,5
S00176311,107,14
S00176312,57,5
S00176313,68,5
S00176314,82,4
S00176315,79,4
S00176316,91,12
S00176317,125,8
S00176318,150,14
S00176319,88,8
S00176320,147,18
S00176321,124,9
S00176322,144,16
S00176323,110,8
S00176324,50,3
S00176325,108,11
S00176326,80,6
S00176327,86,4
S00176328,130,18
S00176329,119,16
S00176330,117,5
S00176331,62,5
S00176332,122,5
S00176333,59,4
S00176334,147,3
S00176335,102,9
S00176336,87,8
S00176337,115,7
S00176338,120,12
S00176339,64,8
S00176340,74,11
S00176341,60,3
S00176342,55,2
S00176343,77,8
S00176344,171,23
S00176345,129,8
S00176346,66,-
S00176347,90,5
S00176348,97,7
S00176349,121,-
S00176350,100,-
S00176351,54,4
S00176352,93,2
S00176353,85,2
S00176354,147,9
S00176355,88,-
S00176356,69,3
S00176357,111,5
S00176358,62,1
S00176359,63,2
S00176360,121,4
S00176361,115,9
S00176362,106,8
S00176363,120,10
S00176364,81,5
S00176365,81,6
S00176366,89,6
S00176367,101,5
S00176368,106,4
S00176369,90,5
S00176370,70,-
S00176371,115,9
S00176372,93,5
S00176373,60,2
S00176374,83,3
S00176375,82,9
S00176376,82,6
S00176377,64,-
S00176378,147,10
S00176379,61,4
S00176380,114,2
S00176381,132,12
S00176382,105,17
S00176383,62,-
S00176384,88,7
S00176385,67,4
S00176386,81,4
S00176387,85,4
S00176388,90,4
S00176389,84,6
S00176390,53,-
S00176391,117,10
S00176392,54,4
S00176393,84,2
S00176394,62,2
S00176395,119,9
S00176396,114,12
S00176397,87,12
S00176398,111,3
S00176399,88,2
S00176400,83,2
S00176401,89,17
S00176402,76,1
S00176403,81,4
S00176404,115,6
S00176405,78,5
S00176406,68,2
S00176407,91,2
S00176408,60,3
S00176409,77,9
S00176410,78,5
S00176411,91,-
S00176412,75,4
S00176413,109,6
S00176414,51,1
S00176415,146,13
S00176416,63,6
S00176417,66,6
S00176418,90,8
S00176419,85,1
S00176420,72,2
S00176421,69,1
S00176422,71,7
S00176423,76,5
S00176424,87,4
S00176425,68,4
S00176426,81,6
S00176427,123,5
S00176428,89,2
S00176429,106,8
S00176430,126,15
S00176431,82,3
S00176432,73,8
S00176433,92,6
S00176434,131,6
S00176435,88,8
S00176436,84,3
S00176437,76,2
S00176438,97,5
S00176439,118,9
S00176440,141,9
S00176441,74,5
S00176442,91,3
S00176443,266,33
S00176444,161,4
S00176445,96,5
S00176446,102,3
S00176447,100,14
S00176448,75,4
S00176449,125,12
S00176450,106,7
S00176451,152,6
S00176452,80,8
S00176453,83,1
S00176454,71,5
S00176455,65,-
S00176456,92,6
S00176457,147,8
S00176458,94,4
S00176459,87,5
S00176460,161,11
S00176461,129,9
S00176462,113,5
S00176463,103,5
S00176464,138,6
S00176465,58,2
S00176466,76,5
S00176467,132,21
S00176468,82,7
S00176469,165,20
S00176470,78,2
S00176471,149,10
S00176472,134,11
S00176473,99,6
S00176474,95,11
S00176475,64,7
S00176476,68,3
S00176477,70,6
S00176478,121,19
S00176479,94,6
S00176480,62,5
S00176481,84,8
S00176482,72,9
S00176483,54,2
S00176484,162,17
S00176485,142,2
S00176486,86,4
S00176487,119,7
S00176488,103,4
S00176489,166,15
S00176490,101,2
S00176491,107,7
S00176492,90,5
S00176493,136,11
S00176494,97,6
S00176495,114,11
S00176496,146,18
S00176497,88,3
S00176498,87,4
S00176499,123,11
S00176500,125,5
S00176501,104,8
S00176502,86,3
S00176503,89,6
S00176504,93,10
S00176505,88,-
S00176506,86,4
S00176507,130,7
S00176508,139,16
S00176509,98,11
S00176510,81,2
S00176511,101,-
S00176512,138,10
S00176513,91,2
S00176514,92,6
S00176515,93,5
S00176516,110,1
S00176517,65,4
S00176518,64,7
S00176519,96,3
S00176520,114,12
S00176521,143,10
S00176522,72,4
S00176523,110,3
S00176524,61,-
S00176525,93,2
S00176526,53,3
S00176527,61,5
S00176528,53,3
S00176529,118,10
S00176530,109,13
S00176531,169,12
S00176532,99,10
S00176533,72,4
S00176534,68,-
S00176535,129,12
S00176536,117,8
S00176537,118,4
S00176538,70,4
S00176539,82,1
S00176540,86,2
S00176541,104,6
S00176542,55,1
S00176543,75,1
S00176544,75,6
S00176545,93,6
S00176546,132,5
S00176547,113,2
S00176548,118,4
S00176549,132,9
S00176550,112,9
S00176551,71,2
S00176552,80,2
S00176553,58,-
S00176554,92,4
S00176555,94,9
S00176556,112,7
S00176557,92,3
S00176558,72,7
S00176559,87,10
S00176560,77,8
S00176561,84,2
S00176562,72,9
S00176563,104,13
S00176564,95,16
S00176565,78,1
S00176566,72,2
S00176567,83,7
S00176568,71,1
S00176569,98,6
S00176570,93,10
S00176571,95,10
S00176572,108,6
S00176573,121,7
S00176574,124,16
S00176575,105,6
S00176576,106,6
S00176577,102,7
S00176578,72,6
S00176579,111,11
S00176580,57,-
S00176581,102,12
S00176582,61,1
S00176583,80,6
S00176584,89,3
S00176585,92,4
S00176586,67,4
S00176587,110,-
S00176588,75,3
S00176589,73,6
S00176590,105,8
S00176591,89,8
S00176592,69,4
S00176593,66,6
S00176594,64,2
S00176595,113,5
S00176596,126,11
S00176597,97,2
S00176598,77,6
S00176599,94,5
S00176600,126,12
S00176601,83,3
S00176602,114,5
S00176603,105,11
S00176604,85,6
S00176605,72,6
S00176606,59,2
S00176607,135,12
S00176608,103,8
S00176609,69,14
S00176610,85,6
S00176611,88,1
S00176612,65,8
S00176613,125,7
S00176614,88,2
S00176615,95,8
S00176616,102,6
S00176617,211,8
S00176618,68,3
S00176619,75,5
S00176620,100,5
S00176621,92,14
S00176622,118,11
S00176623,96,9
S00176624,76,10
S00176625,94,6
S00176626,85,8
S00176627,90,5
S00176628,111,13
S00176629,96,3
S00176630,71,6
S00176631,89,3
S00176632,114,2
S00176633,89,5
S00176634,71,4
S00176635,109,8
S00176636,66,3
S00176637,88,10
S00176638,72,9
S00176639,67,2
S00176640,111,9
S00176641,114,8
S00176642,56,6
S00176643,107,13
S00176644,135,10
S00176645,126,13
S00176646,62,6
S00176647,84,11
S00176648,57,2
S00176649,76,1
S00176650,94,4
S00176651,97,10
S00176652,98,3
S00176653,70,1
S00176654,64,-
S00176655,126,15
S00176656,57,1
S00176657,62,1
S00176658,89,11
S00176659,98,4
S00176660,93,2
S00176661,98,8
S00176662,102,3
S00176663,96,2
S00176664,71,4
S00176665,68,1
S00176666,90,8
S00176667,71,-
S00176668,92,6
S00176669,109,-
S00176670,98,6
S00176671,182,21
S00176672,131,13
S00176673,93,-
S00176674,86,8
S00176675,96,9
S00176676,65,7
S00176677,96,3
S00176678,86,10
S00176679,66,7
S00176680,83,3
S00176681,71,2
S00176682,78,2
S00176683,71,1
S00176684,110,4
S00176685,66,2
S00176686,120,13
S00176687,98,5
S00176688,98,13
S00176689,100,8
S00176690,104,10
S00176691,165,12
S00176692,94,7
S00176693,93,9
S00176694,85,4
S00176695,130,8
S00176696,106,12
S00176697,92,3
S00176698,70,1
S00176699,79,1
S00176700,69,5
S00176701,103,4
S00176702,88,6
S00176703,103,5
S00176704,100,5
S00176705,85,6
S00176706,106,8
S00176707,84,4
S00176708,113,7
S00176709,124,15
S00176710,70,5
S00176711,87,6
S00176712,62,1
S00176713,103,10
S00176714,100,6
S00176715,93,4
S00176716,93,6
S00176717,111,8
S00176718,61,6
S00176719,70,7
S00176720,93,6
S00176721,113,12
S00176722,56,5
S00176723,96,10
S00176724,104,4
S00176725,73,3
S00176726,83,1
S00176727,102,5
S00176728,89,7
S00176729,95,6
S00176730,103,8
S00176731,73,8
S00176732,93,6
S00176733,56,2
S00176734,94,3
S00176735,81,5
S00176736,135,8
S00176737,88,6
S00176738,102,3
S00176739,69,-
S00176740,63,3
S00176741,158,11
S00176742,102,1
S00176743,120,10
S00176744,100,10
S00176745,112,7
S00176746,67,6
S00176747,116,4
S00176748,61,3
S00176749,213,7
S00176750,108,4
S00176751,97,6
S00176752,107,7
S00176753,87,5
S00176754,91,4
S00176755,128,6
S00176756,128,2
S00176757,138,12
S00176758,95,10
S00176759,88,6
S00176760,110,7
S00176761,64,12
S00176762,64,5
S00176763,121,8
S00176764,100,5
S00176765,111,10
S00176766,111,20
S00176767,101,11
S00176768,117,4
S00176769,63,-
S00176770,66,3
S00176771,102,5
S00176772,87,6
S00176773,124,7
S00176774,137,11
S00176775,95,10
S00176776,102,4
S00176777,104,14
S00176778,117,7
S00176779,117,8
S00176780,94,9
S00176781,81,6
S00176782,75,6
S00176783,89,3
S00176784,57,4
S00176785,89,10
S00176786,106,3
S00176787,86,7
S00176788,97,-
S00176789,64,-
S00176790,112,7
S00176791,96,1
S00176792,65,10
S00176793,121,12
S00176794,93,18
S00176795,65,1
S00176796,81,12
S00176797,104,3
S00176798,84,-
S00176799,100,12
S00176800,134,12
S00176801,105,3
S00176802,117,13
S00176803,82,1
S00176804,67,4
S00176805,91,11
S00176806,62,7
S00176807,68,4
S00176808,80,9
S00176809,64,-
S00176810,113,11
S00176811,55,2
S00176812,110,7
S00176813,103,5
S00176814,88,4
S00176815,54,5
S00176816,86,6
S00176817,84,4
S00176818,152,7
S00176819,77,7
S00176820,74,9
S00176821,88,8
S00176822,63,1
S00176823,104,7
S00176824,86,3
S00176825,87,1
S00176826,66,2
S00176827,72,1
S00176828,153,3
S00176829,79,4
S00176830,133,7
S00176831,108,5
S00176832,75,6
S00176833,88,7
S00176834,163,19
