OutputArea,TotalPopOver16,StudentPop
S00149826,84,3
S00149827,98,4
S00149828,119,6
S00149829,117,13
S00149830,107,11
S00149831,89,-
S00149832,87,6
S00149833,77,7
S00149834,97,5
S00149835,135,8
S00149836,74,6
S00149837,64,8
S00149838,82,5
S00149839,101,5
S00149840,75,4
S00149841,93,9
S00149842,166,18
S00149843,116,10
S00149844,73,4
S00149845,77,6
S00149846,52,5
S00149847,94,4
S00149848,62,2
S00149849,60,2
S00149850,81,5
S00149851,158,8
S00149852,80,5
S00149853,112,7
S00149854,66,4
S00149855,75,8
S00149856,110,4
S00149857,99,2
S00149858,124,10
S00149859,71,3
S00149860,84,4
S00149861,127,10
S00149862,89,8
S00149863,121,12
S00149864,115,5
S00149865,89,1
S00149866,78,6
S00149867,49,-
S00149868,91,3
S00149869,137,12
S00149870,123,7
S00149871,87,3
S00149872,77,4
S00149873,96,6
S00149874,123,6
S00149875,129,15
S00149876,159,10
S00149877,62,-
S00149878,73,3
S00149879,101,9
S00149880,57,2
S00149881,74,-
S00149882,74,12
S00149883,104,7
S00149884,72,10
S00149885,83,4
S00149886,105,10
S00149887,122,15
S00149888,96,3
S00149889,113,10
S00149890,59,4
S00149891,99,2
S00149892,67,4
S00149893,137,7
S00149894,92,8
S00149895,71,1
S00149896,57,3
S00149897,97,-
S00149898,57,8
S00149899,72,3
S00149900,148,6
S00149901,83,6
S00149902,83,2
S00149903,73,1
S00149904,53,3
S00149905,74,8
S00149906,115,4
S00149907,60,2
S00149908,62,1
S00149909,131,7
S00149910,98,7
S00149911,71,2
S00149912,87,5
S00149913,73,2
S00149914,97,3
S00149915,70,3
S00149916,84,-
S00149917,114,9
S00149918,147,12
S00149919,94,3
S00149920,95,4
S00149921,56,5
S00149922,116,3
S00149923,112,2
S00149924,102,18
S00149925,74,4
S00149926,57,5
S00149927,91,5
S00149928,137,20
S00149929,128,7
S00149930,107,10
S00149931,94,7
S00149932,123,11
S00149933,85,10
S00149934,99,10
S00149935,127,5
S00149936,102,8
S00149937,97,8
S00149938,183,12
S00149939,117,7
S00149940,114,11
S00149941,110,8
S00149942,126,7
S00149943,148,10
S00149944,74,10
S00149945,123,8
S00149946,129,13
S00149947,133,9
S00149948,80,5
S00149949,87,2
S00149950,102,8
S00149951,94,3
S00149952,152,9
S00149953,177,18
S00149954,75,17
S00149955,91,7
S00149956,134,10
S00149957,96,7
S00149958,87,7
S00149959,131,9
S00149960,68,8
S00149961,66,1
S00149962,77,5
S00149963,85,7
S00149964,76,5
S00149965,86,7
S00149966,101,4
S00149967,85,2
S00149968,76,4
S00149969,94,4
S00149970,114,13
S00149971,100,10
S00149972,78,2
S00149973,82,4
S00149974,78,6
S00149975,88,6
S00149976,64,5
S00149977,114,4
S00149978,93,-
S00149979,113,14
S00149980,80,2
S00149981,151,9
S00149982,96,11
S00149983,99,7
S00149984,59,7
S00149985,108,9
S00149986,74,2
S00149987,75,4
S00149988,132,11
S00149989,66,3
S00149990,76,3
S00149991,145,20
S00149992,110,5
S00149993,147,10
S00149994,107,8
S00149995,83,5
S00149996,109,8
S00149997,98,3
S00149998,78,1
S00149999,165,11
S00150000,78,4
S00150001,103,8
S00150002,83,3
S00150003,67,3
S00150004,64,6
S00150005,147,5
S00150006,104,5
S00150007,121,14
S00150008,75,1
S00150009,122,5
S00150010,107,10
S00150011,51,6
S00150012,77,10
S00150013,71,8
S00150014,132,6
S00150015,89,3
S00150016,96,9
S00150017,92,6
S00150018,128,6
S00150019,55,17
S00150020,85,1
S00150021,134,13
S00150022,148,6
S00150023,136,16
S00150024,138,12
S00150025,60,-
S00150026,84,5
S00150027,103,9
S00150028,86,4
S00150029,110,8
S00150030,91,10
S00150031,77,7
S00150032,101,10
S00150033,146,9
S00150034,52,2
S00150035,144,12
S00150036,88,3
S00150037,89,6
S00150038,131,11
S00150039,49,2
S00150040,84,5
S00150041,51,8
S00150042,83,4
S00150043,61,3
S00150044,78,3
S00150045,111,1
S00150046,58,1
S00150047,85,2
S00150048,235,18
S00150049,86,7
S00150050,77,3
S00150051,118,4
S00150052,67,5
S00150053,56,3
S00150054,198,25
S00150055,130,6
S00150056,59,3
S00150057,70,3
S00150058,94,4
S00150059,114,5
S00150060,83,9
S00150061,71,-
S00150062,64,4
S00150063,77,9
S00150064,175,15
S00150065,120,11
S00150066,93,1
S00150067,97,6
S00150068,126,10
S00150069,75,4
S00150070,53,3
S00150071,112,6
S00150072,122,12
S00150073,88,5
S00150074,98,10
S00150075,89,6
S00150076,66,7
S00150077,68,4
S00150078,165,17
S00150079,129,8
S00150080,68,3
S00150081,96,7
S00150082,132,10
S00150083,93,15
S00150084,91,3
S00150085,52,2
S00150086,105,11
S00150087,84,10
S00150088,110,3
S00150089,87,7
S00150090,166,20
S00150091,77,7
S00150092,129,8
S00150093,85,8
S00150094,92,7
S00150095,57,4
S00150096,131,5
S00150097,89,6
S00150098,136,11
S00150099,85,3
S00150100,104,16
S00150101,158,6
S00150102,98,3
S00150103,65,3
S00150104,82,8
S00150105,190,18
S00150106,82,9
S00150107,89,3
S00150108,81,7
S00150109,68,7
S00150110,142,16
S00150111,118,15
S00150112,83,4
S00150113,101,5
S00150114,98,11
S00150115,113,6
S00150116,60,-
S00150117,101,5
S00150118,142,7
S00150119,138,12
S00150120,61,7
S00150121,118,7
S00150122,93,7
S00150123,141,8
S00150124,161,17
S00150125,158,8
S00150126,91,9
S00150127,80,3
S00150128,61,4
S00150129,82,6
S00150130,78,7
S00150131,134,13
S00150132,126,8
S00150133,116,2
S00150134,109,8
S00150135,100,7
S00150136,126,10
S00150137,107,4
S00150138,137,10
S00150139,127,5
S00150140,122,9
S00150141,100,6
S00150142,125,9
S00150143,57,6
S00150144,74,7
S00150145,48,-
S00150146,84,6
S00150147,95,9
S00150148,169,22
S00150149,100,10
S00150150,74,5
S00150151,99,10
S00150152,96,5
S00150153,80,3
S00150154,129,6
S00150155,97,-
S00150156,104,10
S00150157,96,8
S00150158,116,8
S00150159,105,17
S00150160,163,10
S00150161,151,10
S00150162,98,3
S00150163,156,15
S00150164,663,21
S00150165,146,11
S00150166,81,4
S00150167,149,13
S00150168,135,10
S00150169,156,12
S00150170,75,4
S00150171,108,7
S00150172,106,9
S00150173,138,9
S00150174,133,12
S00150175,88,8
S00150176,106,2
S00150177,139,14
S00150178,103,7
S00150179,74,14
S00150180,118,5
S00150181,141,15
S00150182,149,7
S00150183,106,1
S00150184,93,8
S00150185,49,5
S00150186,78,8
S00150187,72,9
S00150188,137,12
S00150189,94,12
S00150190,109,4
S00150191,140,7
S00150192,85,4
S00150193,103,8
S00150194,119,4
S00150195,106,9
S00150196,90,6
S00150197,149,11
S00150198,94,5
S00150199,75,4
S00150200,97,4
S00150201,84,4
S00150202,98,12
S00150203,100,10
S00150204,102,11
S00150205,88,4
S00150206,147,18
S00150207,98,8
S00150208,88,10
S00150209,70,6
S00150210,164,17
S00150211,79,5
S00150212,108,7
S00150213,88,4
S00150214,122,15
S00150215,104,7
S00150216,88,8
S00150217,93,9
S00150218,155,12
S00150219,133,5
S00150220,92,1
S00150221,114,5
S00150222,62,9
S00150223,107,3
S00150224,60,3
S00150225,106,5
S00150226,192,1
S00150227,77,2
S00150228,90,6
S00150229,72,10
S00150230,124,7
S00150231,83,4
S00150232,66,2
S00150233,114,6
S00150234,88,2
S00150235,109,8
S00150236,105,9
S00150237,125,7
S00150238,107,3
S00150239,98,10
S00150240,131,14
S00150241,82,5
S00150242,98,7
S00150243,102,9
S00150244,112,11
S00150245,106,6
S00150246,117,6
S00150247,149,7
S00150248,61,1
S00150249,68,3
S00150250,116,7
S00150251,132,13
S00150252,86,3
S00150253,70,7
S00150254,119,11
S00150255,122,7
S00150256,129,7
S00150257,100,1
S00150258,56,2
S00150259,69,6
S00150260,126,9
S00150261,85,3
S00150262,94,8
S00150263,100,4
S00150264,121,4
S00150265,95,1
S00150266,100,9
S00150267,99,8
S00150268,111,6
S00150269,91,5
S00150270,91,4
S00150271,121,11
S00150272,68,6
S00150273,114,12
S00150274,115,7
S00150275,128,3
S00150276,107,8
S00150277,130,5
S00150278,91,7
S00150279,99,12
S00150280,114,2
S00150281,142,12
S00150282,130,13
S00150283,61,3
S00150284,91,8
S00150285,133,12
S00150286,141,11
S00150287,95,14
S00150288,96,8
S00150289,107,10
S00150290,84,2
S00150291,103,6
S00150292,129,9
S00150293,97,5
S00150294,80,3
S00150295,121,6
S00150296,137,8
S00150297,81,4
S00150298,100,7
S00150299,104,12
S00150300,89,7
S00150301,158,7
S00150302,55,1
S00150303,82,4
S00150304,108,6
S00150305,92,6
S00150306,111,12
S00150307,78,4
S00150308,62,3
S00150309,122,4
S00150310,50,4
S00150311,95,5
S00150312,117,9
S00150313,80,3
S00150314,51,1
S00150315,93,5
S00150316,96,15
S00150317,78,2
S00150318,80,5
S00150319,95,5
S00150320,137,8
S00150321,72,3
S00150322,91,2
S00150323,107,7
S00150324,90,2
S00150325,137,-
S00150326,129,4
S00150327,147,17
S00150328,97,9
S00150329,98,5
S00150330,93,9
S00150331,93,4
S00150332,158,15
S00150333,105,8
S00150334,137,12
S00150335,153,13
S00150336,97,4
S00150337,103,6
S00150338,116,15
S00150339,79,4
S00150340,91,1
S00150341,85,7
S00150342,85,6
S00150343,100,6
S00150344,138,7
S00150345,173,10
S00150346,123,10
S00150347,120,5
S00150348,126,4
S00150349,73,3
S00150350,150,14
S00150351,126,6
S00150352,150,15
S00150353,106,11
S00150354,83,10
S00150355,59,4
S00150356,87,5
S00150357,77,5
S00150358,136,16
S00150359,102,6
S00150360,107,8
S00150361,106,5
S00150362,153,21
S00150363,95,6
S00150364,108,10
S00150365,97,9
S00150366,99,-
S00150367,145,7
S00150368,75,3
S00150369,88,6
S00150370,116,10
S00150371,123,7
S00150372,112,1
S00150373,138,4
S00150374,89,4
S00150375,82,6
S00150376,101,7
S00150377,139,11
S00150378,109,5
S00150379,91,6
S00150380,84,5
S00150381,160,5
S00150382,92,4
S00150383,89,5
S00150384,107,12
S00150385,93,6
S00150386,156,4
S00150387,82,4
S00150388,77,4
S00150389,98,6
S00150390,149,12
S00150391,102,5
S00150392,94,3
S00150393,93,3
S00150394,73,8
S00150395,101,5
S00150396,114,8
S00150397,77,7
S00150398,128,10
S00150399,72,5
S00150400,94,7
S00150401,146,7
S00150402,61,-
S00150403,108,9
S00150404,99,9
S00150405,84,4
S00150406,89,9
S00150407,101,6
S00150408,147,9
S00150409,129,8
S00150410,89,6
S00150411,86,4
S00150412,71,6
S00150413,133,11
S00150414,66,2
S00150415,92,6
S00150416,55,4
S00150417,105,5
S00150418,94,8
S00150419,193,10
S00150420,129,7
S00150421,61,5
S00150422,103,6
S00150423,78,6
S00150424,131,9
S00150425,108,10
S00150426,82,5
S00150427,79,6
S00150428,145,4
S00150429,115,9
S00150430,134,6
S00150431,96,3
S00150432,100,4
S00150433,106,6
S00150434,105,4
S00150435,124,16
S00150436,101,12
S00150437,79,3
S00150438,143,22
S00150439,89,4
S00150440,154,17
S00150441,87,7
S00150442,64,7
S00150443,107,5
S00150444,95,2
S00150445,71,5
S00150446,79,6
S00150447,106,10
S00150448,110,6
S00150449,80,7
S00150450,104,10
S00150451,99,7
S00150452,109,5
S00150453,121,7
S00150454,72,-
S00150455,102,5
S00150456,115,9
S00150457,165,14
S00150458,144,10
S00150459,122,7
S00150460,78,3
S00150461,101,5
S00150462,89,5
S00150463,125,11
S00150464,78,2
S00150465,123,11
S00150466,116,9
S00150467,83,2
S00150468,100,8
S00150469,104,10
S00150470,146,8
S00150471,75,1
S00150472,105,4
S00150473,64,2
S00150474,97,1
S00150475,98,6
S00150476,158,8
S00150477,128,7
S00150478,103,8
S00150479,123,11
S00150480,59,-
S00150481,65,2
S00150482,138,14
S00150483,124,12
S00150484,134,10
S00150485,99,10
S00150486,81,6
S00150487,135,9
S00150488,93,4
S00150489,94,3
S00150490,112,1
S00150491,107,4
S00150492,85,6
S00150493,114,16
S00150494,82,7
S00150495,100,4
S00150496,115,5
S00150497,151,14
S00150498,113,-
S00150499,99,11
S00150500,125,15
S00150501,71,6
S00150502,123,1
S00150503,62,-
S00150504,76,-
S00150505,81,3
S00150506,119,7
S00150507,127,6
S00150508,136,3
S00150509,191,28
S00150510,127,4
S00150511,156,34
S00150512,83,4
S00150513,64,10
S00150514,81,2
S00150515,174,14
S00150516,131,9
S00150517,92,8
S00150518,91,2
S00150519,118,11
S00150520,98,14
S00150521,91,13
S00150522,87,10
S00150523,106,9
S00150524,122,10
S00150525,91,13
S00150526,85,11
S00150527,79,1
S00150528,117,2
S00150529,87,9
S00150530,70,6
S00150531,121,12
S00150532,72,4
S00150533,114,10
S00150534,103,3
S00150535,70,3
S00150536,103,10
S00150537,124,13
S00150538,78,9
S00150539,84,8
S00150540,110,8
S00150541,106,1
S00150542,116,5
S00150543,57,5
S00150544,123,18
S00150545,106,4
S00150546,78,2
S00150547,94,3
S00150548,86,5
S00150549,115,3
S00150550,84,4
S00150551,60,2
S00150552,154,16
S00150553,93,3
S00150554,117,8
S00150555,78,2
S00150556,83,-
S00150557,102,4
S00150558,174,11
S00150559,110,11
S00150560,70,2
S00150561,112,4
S00150562,102,8
S00150563,77,4
S00150564,75,3
S00150565,116,5
S00150566,99,-
S00150567,106,3
S00150568,75,5
S00150569,145,11
S00150570,144,7
S00150571,83,2
S00150572,114,8
S00150573,72,3
S00150574,66,3
S00150575,109,6
S00150576,54,-
S00150577,67,-
S00150578,150,-
S00150579,61,1
S00150580,75,1
S00150581,70,3
S00150582,70,5
S00150583,96,4
S00150584,142,8
S00150585,114,3
S00150586,74,3
S00150587,126,9
S00150588,85,2
S00150589,104,6
S00150590,112,6
S00150591,126,3
S00150592,127,8
S00150593,150,2
S00150594,86,3
S00150595,103,7
S00150596,83,2
S00150597,66,-
S00150598,78,3
S00150599,112,10
S00150600,96,5
S00150601,85,2
S00150602,141,9
S00150603,113,9
S00150604,74,1
S00150605,78,7
S00150606,66,2
S00150607,87,4
S00150608,101,6
S00150609,113,6
S00150610,68,3
S00150611,109,4
S00150612,76,5
S00150613,127,7
S00150614,97,3
S00150615,92,-
S00150616,126,4
S00150617,102,8
S00150618,115,9
S00150619,77,2
S00150620,90,3
S00150621,106,8
S00150622,84,-
S00150623,130,6
S00150624,72,4
S00150625,103,-
S00150626,76,-
S00150627,123,7
S00150628,108,5
S00150629,92,4
S00150630,81,2
S00150631,91,2
S00150632,97,5
S00150633,79,2
S00150634,83,4
S00150635,97,2
S00150636,77,10
S00150637,62,-
S00150638,87,3
S00150639,105,7
S00150640,120,2
S00150641,69,1
S00150642,104,1
S00150643,97,4
S00150644,73,6
S00150645,139,12
S00150646,184,6
S00150647,91,4
S00150648,112,13
S00150649,96,2
S00150650,71,3
S00150651,64,6
S00150652,153,1
S00150653,86,3
S00150654,88,8
S00150655,145,4
S00150656,117,3
S00150657,89,2
S00150658,100,6
S00150659,83,7
S00150660,77,-
S00150661,137,4
S00150662,119,5
S00150663,98,4
S00150664,78,1
S00150665,75,1
S00150666,52,3
S00150667,126,17
S00150668,98,8
S00150669,129,14
S00150670,92,3
S00150671,83,2
S00150672,122,28
S00150673,81,3
S00150674,78,3
S00150675,66,1
S00150676,89,9
S00150677,118,1
S00150678,102,4
S00150679,58,4
S00150680,107,4
S00150681,105,2
S00150682,68,3
S00150683,104,8
S00150684,77,5
S00150685,74,3
S00150686,68,4
S00150687,126,1
S00150688,131,4
S00150689,123,6
S00150690,62,1
S00150691,59,3
S00150692,144,12
S00150693,94,7
S00150694,94,3
S00150695,97,5
S00150696,81,4
S00150697,62,3
S00150698,87,10
S00150699,118,2
S00150700,103,1
S00150701,52,-
S00150702,49,-
S00150703,69,1
S00150704,100,1
S00150705,103,9
S00150706,125,3
S00150707,68,7
S00150708,102,6
S00150709,57,-
S00150710,117,5
S00150711,88,8
S00150712,101,4
S00150713,69,-
S00150714,103,2
S00150715,156,11
S00150716,150,7
S00150717,93,3
S00150718,63,3
S00150719,128,8
S00150720,90,-
S00150721,136,1
S00150722,89,2
S00150723,97,4
S00150724,82,2
S00150725,76,3
S00150726,176,4
S00150727,143,13
S00150728,86,5
S00150729,60,-
S00150730,113,12
S00150731,113,4
S00150732,98,-
S00150733,64,1
S00150734,82,2
S00150735,105,3
S00150736,143,10
S00150737,135,10
S00150738,101,4
S00150739,82,1
S00150740,102,10
S00150741,106,4
S00150742,73,3
S00150743,99,7
S00150744,107,4
S00150745,68,2
S00150746,178,2
S00150747,197,11
S00150748,146,12
S00150749,134,8
S00150750,101,7
S00150751,79,4
S00150752,182,21
S00150753,108,7
S00150754,71,3
S00150755,175,18
S00150756,71,3
S00150757,126,8
S00150758,118,2
S00150759,102,4
S00150760,89,6
S00150761,97,-
S00150762,64,2
S00150763,105,10
S00150764,88,1
S00150765,106,6
S00150766,73,6
S00150767,83,3
S00150768,97,-
S00150769,109,14
S00150770,85,3
S00150771,90,4
S00150772,131,5
S00150773,177,15
S00150774,78,5
S00150775,68,-
S00150776,83,3
S00150777,90,4
S00150778,70,1
S00150779,90,5
S00150780,91,8
S00150781,96,3
S00150782,67,3
S00150783,74,7
S00150784,109,-
S00150785,76,1
S00150786,115,2
S00150787,56,8
S00150788,62,4
S00150789,56,1
S00150790,156,8
S00150791,143,2
S00150792,137,8
S00150793,94,2
S00150794,125,2
S00150795,64,-
S00150796,123,5
S00150797,80,3
S00150798,153,3
S00150799,113,4
S00150800,82,7
S00150801,103,-
S00150802,114,6
S00150803,101,2
S00150804,101,3
S00150805,75,2
S00150806,71,1
S00150807,68,-
S00150808,65,-
S00150809,83,3
S00150810,142,6
S00150811,112,4
S00150812,72,-
S00150813,75,3
S00150814,117,1
S00150815,97,4
S00150816,132,6
S00150817,107,6
S00150818,117,3
S00150819,112,2
S00150820,91,3
S00150821,114,5
S00150822,101,1
S00150823,96,6
S00150824,127,5
S00150825,82,4
S00150826,112,4
S00150827,65,2
S00150828,62,1
S00150829,102,12
S00150830,120,2
S00150831,101,1
S00150832,65,1
S00150833,71,1
S00150834,143,4
S00150835,86,3
S00150836,91,1
S00150837,143,7
S00150838,139,6
S00150839,119,4
S00150840,60,3
S00150841,109,4
S00150842,106,4
S00150843,116,2
S00150844,78,4
S00150845,78,-
S00150846,83,5
S00150847,85,4
S00150848,69,4
S00150849,98,5
S00150850,68,1
S00150851,175,15
S00150852,107,2
S00150853,115,-
S00150854,79,2
S00150855,78,3
S00150856,129,5
S00150857,138,7
S00150858,99,7
S00150859,64,5
S00150860,82,4
S00150861,112,5
S00150862,96,9
S00150863,112,3
S00150864,45,6
S00150865,74,4
S00150866,141,4
S00150867,104,4
S00150868,123,6
S00150869,123,3
S00150870,135,7
S00150871,158,14
S00150872,121,11
S00150873,90,1
S00150874,115,4
S00150875,131,1
S00150876,74,1
S00150877,75,-
S00150878,129,11
S00150879,145,5
S00150880,85,10
S00150881,81,8
S00150882,98,5
S00150883,85,5
S00150884,126,5
S00150885,88,4
S00150886,109,11
S00150887,102,2
S00150888,74,3
S00150889,92,3
S00150890,104,3
S00150891,98,3
S00150892,176,11
S00150893,71,4
S00150894,121,6
S00150895,79,3
S00150896,123,5
S00150897,86,8
S00150898,122,8
S00150899,63,1
S00150900,103,7
S00150901,103,8
S00150902,122,8
S00150903,153,9
S00150904,92,13
S00150905,120,3
S00150906,90,4
S00150907,74,4
S00150908,82,3
S00150909,107,6
S00150910,115,7
S00150911,85,4
S00150912,103,3
S00150913,79,5
S00150914,136,6
S00150915,88,3
S00150916,98,5
S00150917,93,9
S00150918,130,13
S00150919,48,-
S00150920,69,3
S00150921,93,12
S00150922,59,2
S00150923,111,5
S00150924,69,4
S00150925,140,12
S00150926,65,1
S00150927,114,5
S00150928,99,3
S00150929,81,2
S00150930,85,6
S00150931,85,4
S00150932,89,1
S00150933,95,5
S00150934,114,7
S00150935,75,-
S00150936,83,-
S00150937,68,2
S00150938,116,6
S00150939,58,2
S00150940,124,3
S00150941,81,1
S00150942,87,1
S00150943,75,-
S00150944,109,3
S00150945,57,1
S00150946,76,2
S00150947,114,7
S00150948,157,14
S00150949,80,4
S00150950,99,4
S00150951,97,2
S00150952,91,-
S00150953,122,4
S00150954,117,3
S00150955,78,5
S00150956,99,7
S00150957,84,4
S00150958,96,5
S00150959,106,6
S00150960,98,1
S00150961,109,11
S00150962,96,12
S00150963,102,5
S00150964,63,1
S00150965,79,3
S00150966,87,1
S00150967,90,4
S00150968,93,2
S00150969,64,4
S00150970,108,7
S00150971,96,4
