OutputArea,All people aged 16 and over in employment the week before the census (including full-time students if they gave a work address as the address they primarily travel to for work or study),Mainly work from home,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Other - No fixed place of work or working outside the UK
S00170058,91,30,1,12,12,8,5,1,-,1,19
S00170059,35,16,4,4,2,4,2,1,1,1,3
S00170060,27,6,-,-,6,6,6,-,-,-,5
S00170061,49,15,5,9,5,6,3,1,-,1,6
S00170062,35,7,4,9,6,6,1,-,2,-,-
S00170063,33,6,3,5,4,9,2,-,-,-,7
S00170064,105,35,1,15,13,10,12,1,3,2,12
S00170065,36,5,-,1,10,11,5,1,-,-,3
S00170066,67,14,5,17,7,6,3,1,-,1,10
S00170067,49,14,6,10,5,6,2,-,-,-,6
S00170068,48,6,9,10,4,6,3,1,1,-,11
S00170069,32,9,4,7,1,4,-,1,-,-,5
S00170070,45,9,-,4,7,5,5,-,1,1,8
S00170071,65,18,4,4,18,9,2,-,2,-,12
S00170072,55,16,4,7,12,1,2,1,1,-,9
S00170073,74,20,4,11,13,10,2,1,-,-,16
S00170074,61,20,2,4,9,9,3,1,1,-,9
S00170075,49,18,4,5,8,7,-,2,1,-,4
S00170076,50,12,8,6,5,4,2,-,2,-,12
S00170077,23,6,2,6,1,3,-,1,-,-,5
S00170078,74,19,10,11,14,8,4,2,2,-,6
S00170079,70,22,2,11,5,11,3,2,-,1,14
S00170080,57,20,3,4,4,7,4,1,1,4,9
S00170081,36,10,1,2,8,4,1,4,2,-,8
S00170082,22,6,3,3,4,-,-,-,-,-,1
S00170083,47,12,7,5,2,5,2,-,-,-,11
S00170084,35,8,3,5,6,5,-,-,-,-,5
S00170085,53,10,7,4,12,10,-,-,-,2,10
S00170086,44,14,2,8,6,-,4,-,-,1,7
S00170087,42,10,4,3,5,8,-,-,2,-,13
S00170088,46,5,6,7,9,4,3,-,-,-,9
S00170089,51,18,-,12,5,8,1,-,-,-,8
S00170090,39,5,-,9,6,7,1,2,3,-,5
S00170091,64,23,1,7,6,7,11,1,-,3,6
S00170092,50,11,9,5,12,3,-,-,-,-,8
S00170093,68,15,7,5,8,14,7,-,-,2,11
S00170094,36,13,2,5,6,4,1,-,-,-,6
S00170095,38,15,4,3,7,3,1,-,-,-,7
S00170096,37,15,4,8,1,3,1,-,-,-,4
S00170097,45,10,1,11,10,3,2,-,1,-,11
S00170098,50,23,3,7,5,5,2,-,-,2,3
S00170099,104,38,-,4,8,23,11,3,-,2,15
S00170100,53,17,6,7,3,9,2,-,1,-,11
S00170101,47,10,-,7,12,6,3,-,2,-,9
S00170102,63,21,7,13,7,4,4,-,1,-,8
S00170103,89,17,8,12,12,19,4,4,-,3,14
S00170104,46,12,-,8,12,3,-,-,-,-,12
S00170105,42,11,3,6,6,5,1,-,-,3,7
S00170106,43,14,1,8,6,2,7,-,-,-,4
S00170107,16,4,3,2,1,-,-,-,-,-,4
S00170108,64,23,7,4,9,9,5,-,1,-,7
S00170109,53,19,6,5,5,3,3,-,-,-,7
S00170110,44,20,-,6,6,7,3,1,-,1,4
S00170111,53,22,3,4,8,9,3,1,-,1,3
S00170112,53,19,3,3,11,6,5,2,-,-,4
S00170113,61,14,4,10,10,10,3,2,-,-,9
S00170114,90,29,3,10,7,18,1,-,1,-,21
S00170115,60,9,-,14,15,5,5,1,-,2,11
S00170116,67,18,-,12,15,9,2,3,-,-,8
S00170117,77,27,1,9,7,10,6,-,4,-,11
S00170118,39,14,-,3,5,10,2,-,-,-,5
S00170119,61,21,1,5,12,9,1,-,-,1,8
S00170120,67,16,1,14,10,7,4,-,-,-,16
S00170121,54,16,1,5,10,8,7,2,-,-,3
S00170122,52,22,1,6,5,4,4,2,3,-,3
S00170123,47,13,1,8,8,12,2,2,-,1,2
S00170124,39,12,4,4,3,4,2,2,-,-,9
S00170125,75,20,-,7,12,7,9,-,-,-,22
S00170126,26,12,-,5,3,4,2,-,-,-,5
S00170127,48,9,1,4,6,5,4,3,2,-,12
S00170128,63,36,1,5,5,7,2,-,-,1,7
S00170129,13,4,2,-,2,3,-,-,-,-,-
S00170130,56,18,-,9,8,5,3,4,-,-,10
S00170131,54,20,1,3,6,11,6,-,-,2,11
S00170132,28,4,3,5,2,4,2,-,-,-,8
S00170133,41,18,4,5,7,6,-,-,1,1,2
S00170134,49,15,6,4,6,6,4,-,1,-,5
S00170135,51,17,4,8,4,8,4,2,1,1,5
S00170136,51,16,1,7,5,10,1,2,1,1,6
S00170137,47,11,5,7,4,4,1,-,-,-,11
S00170138,41,11,2,3,5,9,1,1,2,-,9
S00170139,45,14,3,6,8,6,3,-,1,-,5
S00170140,11,2,-,2,2,3,-,-,-,-,1
S00170141,32,7,-,15,7,2,2,-,-,-,4
S00170142,127,40,3,5,14,24,15,6,3,3,18
S00170143,65,19,3,16,7,10,1,-,-,2,10
S00170144,61,13,5,9,9,5,7,1,1,-,11
S00170145,42,6,1,10,6,8,3,-,1,-,7
S00170146,56,10,1,11,7,12,7,-,-,-,10
S00170147,46,14,2,2,10,8,6,-,1,-,3
S00170148,32,6,2,7,8,7,-,-,2,-,5
S00170149,63,21,3,8,11,6,4,-,-,-,7
S00170150,51,15,5,8,6,5,6,4,-,-,1
S00170151,49,15,3,4,4,13,7,2,1,-,2
S00170152,71,22,4,5,9,12,-,5,2,1,12
S00170153,54,23,5,4,6,5,3,-,-,-,10
S00170154,73,28,3,4,7,18,3,-,1,1,10
S00170155,45,14,-,9,8,5,1,-,-,-,10
S00170156,44,12,2,7,5,5,3,4,-,-,7
S00170157,37,13,2,2,9,6,-,-,-,-,11
S00170158,48,9,1,7,7,10,1,-,-,-,10
S00170159,38,8,1,14,3,1,2,1,-,-,4
S00170160,54,18,2,7,7,3,4,-,-,-,11
S00170161,61,24,1,11,6,7,1,-,1,-,4
S00170162,44,21,2,2,6,4,4,-,-,-,6
S00170163,35,4,-,-,12,6,-,3,-,-,10
S00170164,40,7,-,7,8,5,-,1,-,-,8
S00170165,41,11,4,6,7,6,2,-,-,-,8
S00170166,44,10,-,2,8,12,-,-,4,-,5
S00170167,46,18,3,4,6,5,2,2,1,3,3
S00170168,39,16,-,2,8,3,2,-,1,-,6
S00170169,50,17,-,6,9,8,4,2,-,-,6
S00170170,42,10,1,9,4,8,4,-,-,-,6
S00170171,78,29,13,7,5,6,4,-,4,-,7
S00170172,29,9,3,7,5,2,4,1,-,-,2
S00170173,61,22,2,6,6,8,5,3,1,-,8
S00170174,58,16,7,2,2,9,4,-,-,-,11
S00170175,35,16,2,5,3,2,-,-,-,-,6
S00170176,34,4,-,6,10,5,2,1,-,-,7
S00170177,38,9,-,3,11,3,8,-,-,-,4
S00170178,39,11,2,2,9,5,2,-,-,1,8
S00170179,51,17,3,6,8,4,4,3,1,-,6
S00170180,47,14,2,9,7,1,5,-,1,-,10
S00170181,57,20,2,2,4,11,4,1,-,-,11
S00170182,35,9,-,10,5,4,-,-,-,-,8
S00170183,51,11,2,6,6,4,4,4,2,2,16
S00170184,33,4,-,9,3,2,3,-,-,-,8
S00170185,25,8,-,6,3,4,-,-,1,-,4
S00170186,60,17,3,8,7,6,5,-,-,2,12
S00170187,71,24,2,8,11,14,1,5,1,-,7
S00170188,71,18,2,9,17,3,11,-,-,-,12
S00170189,25,5,2,3,4,6,-,1,-,-,6
S00170190,30,11,1,4,3,3,7,-,-,1,2
S00170191,33,6,4,2,6,3,5,1,-,-,5
S00170192,42,10,5,3,10,4,-,1,-,-,10
S00170193,44,7,-,3,12,6,5,2,-,-,14
S00170194,43,12,-,4,10,6,4,2,1,-,13
S00170195,64,24,2,6,7,10,1,1,-,-,11
S00170196,41,18,-,1,1,4,2,1,2,-,12
S00170197,42,10,4,4,7,7,3,-,1,-,7
S00170198,50,23,-,7,7,5,2,-,-,-,6
S00170199,46,15,3,7,8,3,1,2,-,-,7
S00170200,40,7,4,2,9,9,2,-,-,-,3
S00170201,71,26,4,9,6,14,4,2,-,-,5
S00170202,57,16,1,5,4,7,6,3,-,-,11
S00170203,66,10,3,12,8,14,7,2,2,-,13
S00170204,27,11,-,3,5,4,-,1,-,-,2
S00170205,56,13,4,12,4,10,3,-,-,-,13
S00170206,47,13,2,6,4,8,6,1,-,-,8
S00170207,83,30,2,6,5,16,7,2,-,1,11
S00170208,91,34,2,8,12,12,6,1,1,-,11
S00170209,35,9,2,7,8,2,6,-,-,-,2
S00170210,65,26,2,2,10,12,3,-,-,2,10
S00170211,45,14,-,6,3,8,3,4,-,-,7
S00170212,97,52,8,6,8,10,3,-,1,1,8
S00170213,31,7,2,8,4,-,2,-,-,-,10
S00170214,64,17,4,18,5,4,5,-,-,1,14
S00170215,48,14,11,3,6,8,-,1,1,-,5
S00170216,51,18,3,4,15,8,-,-,-,-,8
S00170217,27,8,1,3,-,7,-,-,-,-,6
S00170218,57,26,3,7,4,2,1,1,-,-,13
S00170219,53,15,2,3,8,10,9,-,3,-,6
S00170220,63,31,1,3,6,12,1,-,2,-,8
S00170221,51,18,10,5,7,4,2,-,-,-,5
S00170222,65,21,6,6,11,5,2,-,-,1,11
S00170223,30,5,3,2,3,11,-,-,-,-,1
S00170224,51,17,5,6,7,4,4,2,-,-,8
S00170225,58,14,4,10,3,10,2,-,1,-,14
S00170226,21,10,2,1,2,3,1,-,-,2,4
S00170227,44,9,2,3,11,6,1,1,1,-,7
S00170228,50,14,5,9,1,1,5,1,-,-,9
S00170229,75,15,7,15,14,9,8,-,-,-,10
S00170230,50,12,5,5,10,7,1,2,-,-,8
S00170231,21,4,1,2,4,4,1,-,-,-,7
S00170232,44,10,2,11,7,4,2,-,-,2,5
S00170233,43,14,3,6,5,6,-,-,-,1,8
S00170234,87,27,4,14,7,4,13,-,1,-,16
S00170235,36,13,-,7,2,7,3,-,-,-,-
S00170236,39,14,3,1,5,4,1,-,1,2,6
S00170237,40,8,5,11,2,4,1,-,-,-,8
S00170238,58,24,1,1,10,11,2,1,5,-,5
S00170239,61,14,7,6,10,6,2,-,1,-,15
S00170240,56,16,4,4,6,8,4,1,-,1,8
S00170241,59,21,4,6,3,7,6,2,-,-,10
S00170242,53,14,1,5,11,4,6,-,-,-,12
S00170243,40,10,-,3,6,12,1,1,2,-,3
S00170244,21,9,-,1,4,1,4,-,-,-,2
S00170245,31,8,4,1,9,3,4,-,-,-,4
S00170246,53,26,2,6,5,7,1,1,-,-,4
S00170247,46,10,5,6,3,4,3,-,-,-,15
S00170248,67,17,8,7,6,7,10,1,4,-,7
S00170249,46,13,2,8,9,12,2,1,-,-,4
S00170250,38,10,9,3,5,3,3,-,-,-,5
S00170251,49,18,3,12,5,3,-,3,-,2,4
S00170252,49,18,3,2,3,7,5,-,-,-,5
S00170253,68,18,6,10,8,5,11,-,-,-,11
S00170254,67,20,4,5,17,11,3,2,-,-,5
S00170255,80,24,3,15,12,9,5,-,-,-,16
S00170256,51,15,1,4,3,7,4,2,-,-,13
S00170257,87,25,5,7,17,9,9,6,-,2,4
S00170258,37,15,2,5,5,1,1,1,1,-,4
S00170259,88,31,6,8,8,6,7,2,2,-,15
S00170260,49,12,5,5,4,8,5,1,1,1,5
S00170261,39,12,4,6,7,4,1,2,-,-,4
S00170262,20,2,5,1,6,1,-,-,-,-,1
S00170263,23,5,-,1,4,4,1,-,-,-,6
S00170264,48,23,4,3,7,6,1,2,-,-,2
S00170265,44,17,5,6,5,1,2,-,-,-,6
S00170266,42,8,1,5,5,8,6,-,-,1,11
S00170267,22,11,2,-,3,2,-,-,-,-,1
S00170268,52,13,2,6,3,9,4,-,2,-,12
S00170269,105,35,4,13,10,13,12,1,1,1,23
S00170270,79,18,9,7,9,7,3,3,-,-,23
S00170271,49,13,6,-,10,13,1,-,2,-,5
S00170272,44,15,1,6,7,6,2,-,2,-,6
S00170273,64,20,4,4,7,8,4,1,4,-,10
S00170274,30,7,1,7,5,3,2,-,1,-,4
S00170275,52,21,4,4,2,7,-,5,1,1,10
S00170276,45,10,4,7,11,3,4,-,-,2,4
S00170277,83,33,3,3,7,7,11,1,1,1,15
S00170278,34,8,-,8,2,5,3,-,-,-,7
S00170279,62,15,-,4,13,6,6,1,-,-,13
S00170280,93,41,2,7,3,10,12,1,1,1,10
S00170281,99,17,-,20,15,16,6,-,-,-,20
S00170282,87,21,8,6,12,15,5,6,6,-,8
S00170283,52,24,5,3,9,2,2,-,-,-,3
S00170284,47,12,2,4,10,7,3,-,-,-,6
S00170285,60,26,9,7,3,2,3,1,1,-,15
S00170286,48,13,-,8,9,1,4,-,2,-,12
S00170287,79,20,7,12,11,8,3,2,2,2,15
S00170288,56,9,-,9,9,5,9,-,2,-,12
S00170289,33,15,2,-,2,2,1,-,1,-,6
S00170290,51,9,7,10,6,4,2,1,-,-,7
S00170291,53,10,7,5,8,6,2,1,2,2,6
S00170292,77,14,11,8,8,6,10,-,-,2,19
S00170293,78,28,6,11,12,7,5,-,5,-,5
S00170294,55,20,8,8,8,5,6,-,-,-,5
S00170295,123,48,8,11,14,17,15,4,3,-,7
S00170296,46,7,1,6,12,7,3,-,3,-,7
S00170297,50,15,1,7,10,12,1,-,-,1,2
S00170298,63,19,4,12,9,11,4,1,-,-,1
S00170299,63,16,4,7,7,8,-,-,-,-,18
S00170300,50,17,8,6,5,5,4,-,-,-,5
S00170301,42,12,5,13,3,1,4,-,1,-,5
S00170302,39,12,6,5,2,2,-,-,-,-,12
S00170303,69,23,2,6,14,7,5,-,2,-,15
S00170304,72,25,2,9,9,9,3,-,-,-,15
S00170305,79,28,7,8,8,7,7,-,-,1,10
S00170306,102,31,6,12,16,9,10,5,1,-,13
S00170307,37,16,2,5,1,3,4,-,-,-,4
S00170308,45,14,2,9,6,1,4,1,-,-,8
S00170309,50,13,5,8,6,6,6,-,1,-,6
S00170310,42,18,1,7,2,-,4,1,-,1,5
S00170311,35,9,1,1,7,7,1,-,1,-,4
S00170312,32,9,1,7,3,6,6,-,-,-,5
S00170313,82,38,1,2,9,9,4,4,2,-,18
S00170314,90,40,8,11,4,11,4,-,-,1,11
S00170315,68,22,5,9,7,9,4,2,-,-,8
S00170316,63,19,3,9,5,11,7,-,-,-,11
S00170317,23,5,7,-,4,-,2,-,-,-,5
S00170318,50,16,5,7,6,2,2,-,-,-,11
S00170319,29,12,1,5,2,3,-,2,-,-,9
S00170320,68,16,10,11,10,5,5,1,-,3,11
S00170321,51,23,1,8,10,7,-,-,1,-,3
S00170322,93,29,8,10,12,7,13,2,2,-,14
S00170323,14,4,-,1,4,-,3,-,-,-,3
S00170324,51,16,6,8,3,7,3,-,-,-,7
S00170325,54,17,3,7,3,8,4,1,1,1,9
S00170326,75,18,1,10,12,9,4,5,3,-,12
S00170327,23,5,4,3,1,5,1,-,-,-,5
S00170328,35,12,1,4,4,3,1,-,-,-,6
S00170329,50,18,1,11,8,3,3,-,-,-,6
S00170330,24,4,1,-,8,4,2,-,-,-,5
S00170331,28,8,3,2,4,3,1,-,-,-,7
S00170332,43,15,2,4,2,8,4,-,-,-,6
S00170333,41,7,7,10,5,6,2,-,-,-,3
S00170334,44,17,5,4,6,5,3,-,-,-,4
S00170335,82,35,4,6,3,14,4,1,5,-,10
S00170336,56,18,2,14,3,3,6,1,5,-,4
S00170337,42,9,3,3,9,5,7,2,1,-,5
S00170338,39,12,3,7,5,6,2,-,-,-,6
S00170339,46,21,2,8,5,5,1,1,-,-,5
S00170340,14,-,2,-,4,1,1,-,-,-,5
S00170341,24,11,4,5,-,-,2,-,-,-,-
S00170342,37,7,6,3,7,6,-,-,-,-,5
S00170343,28,3,4,6,3,2,1,-,-,-,9
S00170344,24,9,5,2,2,1,1,-,-,-,6
S00170345,60,19,3,14,12,6,4,1,-,-,8
S00170346,49,16,11,3,5,6,2,1,2,-,5
S00170347,61,29,4,4,6,4,4,2,2,1,6
S00170348,40,10,7,3,4,5,7,-,-,-,7
S00170349,37,10,2,3,2,5,4,1,1,-,6
S00170350,57,17,4,9,2,7,3,2,1,-,10
S00170351,42,19,4,3,3,7,1,1,1,-,5
S00170352,38,10,8,5,1,2,3,2,-,-,8
S00170353,22,9,2,3,-,1,-,1,-,-,5
S00170354,79,23,7,9,12,11,7,2,1,-,9
S00170355,33,7,4,2,5,6,-,-,1,-,6
S00170356,45,14,9,4,3,5,-,1,-,-,9
S00170357,50,9,7,10,6,-,2,-,1,-,13
S00170358,61,22,5,4,5,6,10,-,-,-,12
S00170359,66,22,12,5,10,4,3,-,2,1,11
S00170360,28,9,-,2,5,-,3,1,1,-,5
S00170361,50,16,2,6,9,11,1,-,-,1,6
S00170362,31,6,7,1,6,1,-,1,-,-,9
S00170363,30,9,1,4,2,4,2,-,-,1,6
S00170364,57,10,11,8,12,-,4,-,-,-,12
S00170365,18,7,-,1,6,1,1,-,-,-,4
S00170366,71,18,11,5,11,6,4,-,-,-,13
S00170367,80,19,13,10,10,9,7,-,1,-,11
S00170368,38,14,3,4,6,5,-,-,1,-,8
S00170369,37,12,4,5,3,7,2,2,2,-,5
S00170370,28,10,6,1,1,1,1,1,-,-,5
S00170371,113,42,5,9,8,14,12,-,5,-,12
S00170372,26,8,1,3,4,6,1,-,-,1,3
S00170373,36,12,4,3,3,4,2,1,-,-,7
S00170374,30,6,2,5,9,4,1,-,-,-,8
S00170375,62,14,7,6,11,5,-,1,1,-,12
S00170376,29,14,2,-,7,2,1,1,-,-,3
S00170377,31,8,4,10,3,4,1,-,-,-,2
S00170378,131,51,9,16,12,13,12,2,1,-,16
S00170379,36,6,5,9,3,6,3,-,-,-,4
S00170380,43,19,3,6,7,3,1,1,1,-,3
S00170381,72,21,8,10,4,8,2,1,-,-,14
S00170382,24,5,3,2,5,4,2,-,1,-,3
S00170383,146,62,8,14,9,15,11,4,1,5,13
S00170384,43,9,1,-,3,9,6,2,1,1,5
S00170385,62,10,1,9,9,12,6,2,1,-,10
S00170386,26,6,-,9,5,4,2,-,-,-,-
S00170387,41,9,3,4,6,3,8,1,-,-,6
S00170388,62,14,5,6,4,7,2,2,-,-,20
S00170389,23,6,3,2,3,1,-,-,-,-,8
S00170390,85,23,10,11,16,5,8,3,1,-,8
S00170391,29,12,7,5,7,-,1,-,-,-,2
S00170392,49,12,5,8,5,5,1,-,-,-,14
S00170393,39,9,-,5,8,5,2,-,-,-,11
S00170394,40,17,3,4,6,3,1,1,-,-,10
S00170395,50,15,10,6,9,-,1,-,1,1,7
S00170396,45,14,2,9,7,3,4,-,1,1,6
S00170397,65,24,12,6,9,4,2,-,2,-,11
S00170398,42,14,3,5,9,2,5,-,-,-,6
S00170399,49,16,2,2,5,7,2,2,2,-,8
S00170400,119,23,1,10,17,25,16,2,4,2,22
S00170401,49,16,3,6,8,-,2,5,1,-,9
S00170402,38,9,2,5,6,3,5,-,-,2,7
S00170403,64,26,8,7,3,8,2,-,-,1,6
S00170404,69,21,1,9,6,16,4,1,1,2,4
S00170405,58,16,1,6,8,8,8,-,1,1,7
S00170406,67,25,7,6,8,10,6,-,2,-,6
S00170407,53,12,4,2,10,8,8,-,-,-,11
S00170408,26,11,1,4,1,4,4,1,-,-,4
S00170409,35,14,2,5,3,8,1,-,-,-,-
S00170410,63,17,13,4,9,4,4,2,-,2,7
S00170411,80,19,5,8,7,14,11,-,-,-,16
S00170412,26,7,-,6,3,4,2,-,-,-,5
S00170413,53,9,2,8,7,4,7,3,-,-,8
S00170414,59,20,2,7,4,8,-,5,1,-,8
S00170415,49,9,10,6,8,2,6,1,-,-,9
S00170416,46,9,4,4,8,2,5,1,-,-,11
S00170417,35,9,4,1,9,3,2,2,-,-,8
S00170418,53,21,9,4,4,-,2,1,-,-,7
S00170419,110,28,4,18,12,22,10,3,1,-,15
S00170420,63,17,2,8,11,6,4,1,-,-,11
S00170421,23,7,2,4,2,5,-,1,-,-,2
S00170422,108,34,12,7,15,-,9,3,-,-,21
S00170423,53,22,11,-,2,4,4,1,-,2,5
S00170424,32,11,5,5,3,-,2,-,-,-,6
S00170425,32,10,1,1,5,5,5,-,2,-,7
S00170426,70,23,2,13,5,9,9,2,-,-,9
S00170427,85,15,13,12,14,15,10,2,2,2,10
S00170428,59,17,4,6,10,10,4,1,2,-,16
S00170429,34,13,3,5,5,4,3,-,-,-,5
S00170430,36,12,5,3,4,4,2,-,2,-,2
S00170431,77,24,11,5,7,4,3,1,1,-,17
S00170432,118,33,-,6,18,16,16,6,3,2,17
S00170433,54,15,5,7,7,5,3,2,1,-,6
S00170434,46,15,8,4,6,5,1,-,-,-,7
S00170435,111,36,8,4,16,13,11,2,-,2,18
S00170436,64,12,5,13,12,8,2,2,1,-,8
S00170437,38,6,4,6,8,4,2,1,1,-,11
S00170438,88,28,12,5,10,9,10,2,1,-,9
S00170439,43,16,-,3,8,2,10,-,-,-,3
S00170440,65,17,11,6,6,12,6,1,1,1,6
S00170441,29,6,3,6,2,5,3,-,-,-,6
S00170442,76,28,-,5,5,14,8,4,-,-,11
S00170443,62,15,3,6,8,8,5,-,3,1,13
S00170444,39,7,5,5,5,5,1,-,-,-,9
S00170445,124,50,5,11,14,8,10,5,5,2,12
S00170446,155,51,1,9,23,20,24,5,4,-,18
S00170447,51,25,4,1,3,5,2,-,-,1,8
S00170448,80,21,13,12,8,9,3,3,2,-,10
S00170449,60,11,4,6,14,4,3,-,2,-,15
S00170450,80,22,18,10,6,4,7,-,2,-,10
S00170451,42,18,2,4,6,5,4,1,-,-,5
S00170452,55,17,1,1,5,5,12,1,2,-,8
S00170453,56,17,4,6,10,9,6,-,-,1,6
S00170454,67,20,7,11,3,8,1,2,1,-,12
S00170455,35,5,6,5,3,2,9,2,-,-,8
S00170456,47,9,12,2,5,6,3,-,-,-,11
S00170457,39,14,4,4,4,5,4,-,-,-,4
S00170458,51,6,-,7,13,7,4,-,1,-,12
S00170459,36,7,8,5,3,4,4,-,1,-,6
S00170460,44,22,-,4,6,3,1,1,-,-,7
S00170461,36,11,2,4,7,2,2,-,-,-,5
S00170462,42,6,5,8,14,-,4,-,-,-,5
S00170463,42,10,2,4,7,2,6,-,-,-,10
S00170464,56,22,2,5,3,10,4,2,-,-,8
S00170465,114,44,3,10,15,8,11,3,1,-,17
S00170466,27,10,3,-,4,5,4,-,-,1,2
S00170467,58,17,7,11,10,4,7,-,-,1,7
S00170468,42,13,3,9,2,4,3,-,1,-,4
S00170469,67,19,-,5,8,7,12,1,2,-,11
S00170470,33,5,4,5,6,2,3,1,-,-,2
S00170471,48,11,5,6,5,5,7,-,-,-,10
S00170472,38,9,5,6,5,6,3,2,-,-,5
S00170473,65,12,4,5,9,14,6,2,1,-,9
S00170474,30,9,2,4,5,4,2,-,-,2,5
S00170475,60,20,12,5,3,11,3,-,-,-,6
S00170476,57,13,4,11,4,1,5,1,1,-,19
S00170477,33,9,3,3,1,5,5,-,1,-,7
S00170478,106,33,8,12,10,9,7,3,2,1,19
S00170479,24,11,6,1,2,2,1,1,-,-,4
S00170480,53,15,8,4,5,8,2,1,-,-,7
S00170481,57,24,4,-,4,6,8,-,-,-,7
S00170482,25,9,2,3,2,4,1,1,-,-,2
S00170483,85,26,8,9,15,6,6,3,-,-,14
S00170484,53,18,-,6,18,3,5,-,-,-,6
S00170485,107,32,22,11,6,14,9,2,1,-,8
S00170486,101,36,2,16,18,7,8,-,-,-,16
S00170487,55,15,1,6,6,8,3,1,-,3,10
S00170488,87,30,8,6,12,9,11,2,1,-,10
S00170489,49,10,4,9,5,6,3,1,-,1,10
S00170490,45,11,3,8,5,5,5,-,1,-,9
S00170491,52,6,7,7,6,11,4,-,-,-,8
S00170492,39,14,6,4,3,1,3,1,-,-,9
S00170493,32,9,-,3,9,1,4,-,-,-,5
S00170494,30,10,5,1,2,-,1,1,-,-,6
S00170495,73,23,6,8,14,4,4,-,-,2,9
S00170496,24,10,-,5,4,2,-,-,-,-,4
S00170497,37,6,12,2,5,4,5,-,2,-,5
S00170498,36,14,-,4,2,2,6,2,1,-,7
S00170499,60,20,4,3,7,4,6,1,1,-,14
S00170500,65,25,2,6,8,10,6,1,-,-,11
S00170501,31,11,2,2,2,3,4,-,2,-,5
S00170502,71,21,9,14,4,11,2,-,-,-,13
S00170503,46,17,3,9,5,5,2,-,-,-,5
S00170504,57,12,2,13,8,10,4,-,-,-,12
S00170505,32,10,-,1,3,2,6,1,-,-,6
S00170506,40,14,4,3,6,2,5,-,1,-,3
S00170507,51,16,4,5,4,5,5,-,1,2,11
S00170508,42,6,4,11,7,4,4,-,1,-,7
S00170509,45,7,4,6,3,8,5,-,1,2,10
S00170510,45,16,2,-,6,6,4,4,2,2,6
S00170511,38,7,6,6,1,5,3,-,1,-,7
S00170512,39,10,-,4,5,5,2,1,-,-,10
S00170513,30,7,5,4,1,4,2,1,-,-,6
S00170514,45,7,3,7,7,7,3,1,1,-,8
S00170515,44,16,7,5,10,4,4,-,-,-,2
S00170516,121,25,27,6,15,10,8,3,1,-,20
S00170517,60,18,1,8,10,6,5,1,1,2,8
S00170518,29,8,4,3,3,5,2,-,-,-,4
S00170519,43,16,5,5,7,-,7,-,-,-,5
S00170520,19,6,-,-,4,1,1,-,-,-,4
S00170521,28,7,4,3,1,2,2,-,-,1,7
S00170522,34,7,9,2,6,2,6,-,-,1,4
S00170523,93,27,12,8,4,10,14,1,2,1,14
S00170524,61,19,6,9,4,5,7,2,-,-,9
S00170525,51,12,7,6,9,6,4,2,-,-,7
S00170526,69,22,6,10,10,5,7,-,1,-,7
S00170527,175,61,8,12,20,30,16,-,4,1,20
S00170528,26,5,9,7,2,1,-,-,-,-,-
S00170529,30,12,5,2,1,-,2,-,-,-,10
S00170530,92,28,5,10,12,15,4,2,3,-,12
S00170531,52,19,-,6,4,7,6,-,-,-,4
S00170532,43,16,3,3,4,6,1,1,-,-,4
S00170533,108,28,8,14,9,23,12,-,3,-,13
S00170534,42,8,10,4,4,6,3,2,-,-,5
S00170535,65,16,12,8,6,3,8,2,-,-,13
S00170536,42,18,2,6,4,7,-,-,-,-,7
S00170537,61,16,6,2,6,8,9,5,3,-,7
S00170538,35,12,2,5,5,4,2,2,-,-,2
S00170539,54,17,5,3,2,7,4,-,1,-,15
S00170540,84,21,4,8,12,9,13,3,-,-,10
S00170541,40,16,1,1,5,4,3,1,-,-,6
S00170542,36,6,8,3,3,3,8,-,-,-,8
S00170543,41,11,2,6,6,4,5,2,-,-,8
S00170544,49,12,5,4,4,6,2,1,2,-,11
S00170545,43,11,6,6,3,3,5,-,2,-,6
S00170546,37,10,5,4,4,2,6,2,-,-,6
S00170547,139,42,9,14,11,15,15,5,3,1,22
S00170548,82,31,2,9,9,8,10,2,-,1,12
S00170549,67,10,5,6,11,8,4,3,-,-,21
S00170550,60,22,9,5,2,4,8,1,-,-,9
S00170551,52,9,10,11,9,3,5,2,1,-,4
S00170552,34,13,1,2,2,5,-,-,1,-,6
S00170553,77,13,7,12,16,10,5,3,-,-,14
S00170554,64,16,6,-,13,5,7,3,2,-,11
S00170555,59,11,9,10,9,3,5,-,-,-,14
S00170556,42,2,3,7,7,4,6,-,-,-,13
S00170557,72,21,10,7,8,9,4,1,4,-,6
S00170558,58,10,10,9,5,5,3,-,-,1,13
S00170559,46,9,9,5,4,1,3,2,1,-,7
S00170560,55,14,7,5,5,6,3,-,1,-,14
S00170561,40,8,8,4,10,2,3,-,-,-,7
S00170562,35,18,3,1,4,3,2,-,2,-,3
S00170563,37,16,-,11,5,1,-,-,1,-,2
S00170564,32,6,2,3,6,6,4,-,2,-,4
S00170565,26,5,2,4,2,4,3,2,-,-,5
S00170566,35,10,-,5,3,2,7,1,-,-,6
S00170567,71,15,9,9,11,7,3,1,2,-,11
S00170568,45,9,8,6,3,-,1,4,-,-,20
S00170569,36,18,2,4,2,-,1,1,1,-,8
S00170570,45,13,6,9,5,4,7,1,-,-,7
