OutputArea,over16pop
S00137297,111
S00137298,80
S00137299,79
S00137300,74
S00137301,89
S00137302,99
S00137303,59
S00137304,114
S00137305,111
S00137306,113
S00137307,121
S00137308,79
S00137309,119
S00137310,83
S00137311,99
S00137312,107
S00137313,60
S00137314,71
S00137315,50
S00137316,104
S00137317,65
S00137318,78
S00137319,114
S00137320,111
S00137321,137
S00137322,104
S00137323,53
S00137324,60
S00137325,100
S00137326,145
S00137327,116
S00137328,139
S00137329,45
S00137330,120
S00137331,126
S00137332,114
S00137333,96
S00137334,87
S00137335,137
S00137336,71
S00137337,132
S00137338,102
S00137339,64
S00137340,112
S00137341,126
S00137342,68
S00137343,154
S00137344,69
S00137345,111
S00137346,110
S00137347,86
S00137348,86
S00137349,84
S00137350,65
S00137351,72
S00137352,86
S00137353,54
S00137354,60
S00137355,65
S00137356,128
S00137357,74
S00137358,120
S00137359,83
S00137360,102
S00137361,64
S00137362,145
S00137363,97
S00137364,87
S00137365,129
S00137366,88
S00137367,138
S00137368,56
S00137369,115
S00137370,68
S00137371,52
S00137372,104
S00137373,144
S00137374,51
S00137375,129
S00137376,75
S00137377,99
S00137378,96
S00137379,90
S00137380,130
S00137381,70
S00137382,89
S00137383,153
S00137384,115
S00137385,82
S00137386,121
S00137387,147
S00137388,162
S00137389,64
S00137390,88
S00137391,112
S00137392,98
S00137393,122
S00137394,82
S00137395,141
S00137396,56
S00137397,64
S00137398,83
S00137399,127
S00137400,174
S00137401,117
S00137402,106
S00137403,117
S00137404,167
S00137405,62
S00137406,78
S00137407,66
S00137408,84
S00137409,79
S00137410,134
S00137411,131
S00137412,135
S00137413,80
S00137414,83
S00137415,133
S00137416,92
S00137417,71
S00137418,82
S00137419,138
S00137420,131
S00137421,87
S00137422,148
S00137423,107
S00137424,95
S00137425,56
S00137426,108
S00137427,107
S00137428,72
S00137429,98
S00137430,112
S00137431,70
S00137432,100
S00137433,139
S00137434,129
S00137435,107
S00137436,113
S00137437,164
S00137438,130
S00137439,63
S00137440,103
S00137441,57
S00137442,69
S00137443,128
S00137444,152
S00137445,76
S00137446,81
S00137447,136
S00137448,95
S00137449,76
S00137450,98
S00137451,179
S00137452,93
S00137453,141
S00137454,96
S00137455,114
S00137456,108
S00137457,99
S00137458,103
S00137459,103
S00137460,120
S00137461,102
S00137462,62
S00137463,70
S00137464,84
S00137465,158
S00137466,69
S00137467,130
S00137468,111
S00137469,87
S00137470,107
S00137471,77
S00137472,69
S00137473,76
S00137474,74
S00137475,110
S00137476,96
S00137477,68
S00137478,93
S00137479,77
S00137480,59
S00137481,97
S00137482,87
S00137483,76
S00137484,83
S00137485,110
S00137486,76
S00137487,66
S00137488,99
S00137489,79
S00137490,118
S00137491,71
S00137492,110
S00137493,127
S00137494,79
S00137495,72
S00137496,73
S00137497,132
S00137498,64
S00137499,73
S00137500,65
S00137501,121
S00137502,119
S00137503,104
S00137504,144
S00137505,97
S00137506,82
S00137507,113
S00137508,83
S00137509,98
S00137510,91
S00137511,61
S00137512,54
S00137513,51
S00137514,85
S00137515,90
S00137516,92
S00137517,101
S00137518,65
S00137519,94
S00137520,83
S00137521,113
S00137522,77
S00137523,114
S00137524,59
S00137525,66
S00137526,83
S00137527,90
S00137528,104
S00137529,167
S00137530,105
S00137531,63
S00137532,175
S00137533,82
S00137534,100
S00137535,162
S00137536,82
S00137537,72
S00137538,98
S00137539,87
S00137540,65
S00137541,95
S00137542,121
S00137543,115
S00137544,96
S00137545,98
S00137546,120
S00137547,73
S00137548,114
S00137549,89
S00137550,67
S00137551,104
S00137552,68
S00137553,157
S00137554,149
S00137555,99
S00137556,59
S00137557,75
S00137558,107
S00137559,95
S00137560,81
S00137561,79
S00137562,150
S00137563,79
S00137564,78
S00137565,157
S00137566,127
S00137567,89
S00137568,89
S00137569,69
S00137570,97
S00137571,99
S00137572,171
S00137573,86
S00137574,158
S00137575,150
S00137576,102
S00137577,196
S00137578,86
S00137579,97
S00137580,119
S00137581,111
S00137582,91
S00137583,76
S00137584,119
S00137585,122
S00137586,92
S00137587,135
S00137588,97
S00137589,92
S00137590,94
S00137591,89
S00137592,93
S00137593,72
S00137594,63
S00137595,112
S00137596,115
S00137597,107
S00137598,114
S00137599,123
S00137600,105
S00137601,114
S00137602,115
S00137603,68
S00137604,72
S00137605,152
S00137606,69
S00137607,79
S00137608,87
S00137609,135
S00137610,83
S00137611,112
S00137612,133
S00137613,88
S00137614,114
S00137615,98
S00137616,101
S00137617,129
S00137618,99
S00137619,59
S00137620,134
S00137621,106
S00137622,115
S00137623,88
S00137624,142
S00137625,125
S00137626,120
S00137627,158
S00137628,77
S00137629,159
S00137630,142
S00137631,77
S00137632,96
S00137633,129
S00137634,43
S00137635,63
S00137636,84
S00137637,146
S00137638,86
S00137639,122
S00137640,107
S00137641,117
S00137642,61
S00137643,137
S00137644,104
S00137645,142
S00137646,83
S00137647,80
S00137648,133
S00137649,100
S00137650,141
S00137651,99
S00137652,72
S00137653,129
S00137654,142
S00137655,122
S00137656,79
S00137657,51
S00137658,81
S00137659,105
S00137660,92
S00137661,95
S00137662,160
S00137663,118
S00137664,70
S00137665,117
S00137666,113
S00137667,105
S00137668,130
S00137669,123
S00137670,135
S00137671,123
S00137672,96
S00137673,150
S00137674,109
S00137675,81
S00137676,102
S00137677,100
S00137678,100
S00137679,71
S00137680,75
S00137681,80
S00137682,98
S00137683,90
S00137684,98
S00137685,76
S00137686,95
S00137687,86
S00137688,133
S00137689,126
S00137690,100
S00137691,96
S00137692,59
S00137693,88
S00137694,109
S00137695,62
S00137696,93
S00137697,117
S00137698,95
S00137699,90
S00137700,68
S00137701,164
S00137702,98
S00137703,108
S00137704,111
S00137705,73
S00137706,123
S00137707,135
S00137708,132
S00137709,153
S00137710,185
S00137711,143
S00137712,59
S00137713,119
S00137714,66
S00137715,76
S00137716,64
S00137717,103
S00137718,80
S00137719,74
S00137720,100
S00137721,121
S00137722,77
S00137723,104
S00137724,133
S00137725,120
S00137726,50
S00137727,104
S00137728,85
S00137729,121
S00137730,67
S00137731,89
S00137732,142
S00137733,102
S00137734,89
S00137735,118
S00137736,77
S00137737,129
S00137738,115
S00137739,93
S00137740,98
S00137741,64
S00137742,107
S00137743,91
S00137744,117
S00137745,77
S00137746,96
S00137747,113
S00137748,149
S00137749,139
S00137750,114
S00137751,132
S00137752,126
S00137753,53
S00137754,82
S00137755,99
S00137756,122
S00137757,95
S00137758,67
S00137759,111
S00137760,149
S00137761,100
S00137762,70
S00137763,107
S00137764,89
S00137765,62
S00137766,102
S00137767,103
S00137768,57
S00137769,81
S00137770,107
S00137771,116
S00137772,105
S00137773,75
S00137774,70
S00137775,55
S00137776,56
S00137777,96
S00137778,140
S00137779,93
S00137780,94
S00137781,97
S00137782,66
S00137783,139
S00137784,90
S00137785,91
S00137786,92
S00137787,111
S00137788,111
S00137789,68
S00137790,73
S00137791,167
S00137792,114
S00137793,80
S00137794,115
S00137795,83
S00137796,104
S00137797,73
S00137798,63
S00137799,103
S00137800,88
S00137801,174
S00137802,66
S00137803,93
S00137804,60
S00137805,157
S00137806,80
S00137807,72
S00137808,99
S00137809,132
S00137810,78
S00137811,101
S00137812,79
S00137813,95
S00137814,79
S00137815,87
S00137816,62
S00137817,90
S00137818,98
S00137819,63
S00137820,71
S00137821,111
S00137822,95
S00137823,73
S00137824,86
S00137825,93
S00137826,95
S00137827,94
S00137828,85
S00137829,82
S00137830,87
S00137831,83
S00137832,85
S00137833,55
S00137834,71
S00137835,58
S00137836,116
S00137837,92
S00137838,95
S00137839,76
S00137840,148
S00137841,101
S00137842,80
S00137843,102
S00137844,59
S00137845,98
S00137846,85
S00137847,103
S00137848,111
S00137849,94
S00137850,79
S00137851,74
S00137852,108
S00137853,76
S00137854,106
S00137855,139
S00137856,98
S00137857,89
S00137858,128
S00137859,89
S00137860,74
S00137861,176
S00137862,117
S00137863,80
S00137864,71
S00137865,142
S00137866,141
S00137867,100
S00137868,69
S00137869,135
S00137870,66
S00137871,111
S00137872,62
S00137873,71
S00137874,71
S00137875,82
S00137876,106
S00137877,178
S00137878,84
S00137879,93
S00137880,78
S00137881,51
S00137882,84
S00137883,149
S00137884,64
S00137885,61
S00137886,58
S00137887,154
S00137888,73
S00137889,67
S00137890,119
S00137891,98
S00137892,106
S00137893,91
S00137894,122
S00137895,79
S00137896,89
S00137897,106
S00137898,111
S00137899,128
S00137900,124
S00137901,65
S00137902,66
S00137903,110
S00137904,91
S00137905,122
S00137906,75
S00137907,113
S00137908,73
S00137909,140
S00137910,104
S00137911,135
S00137912,69
S00137913,58
S00137914,70
S00137915,156
S00137916,58
S00137917,100
S00137918,133
S00137919,80
S00137920,117
S00137921,132
S00137922,87
S00137923,107
S00137924,119
S00137925,69
S00137926,95
S00137927,103
S00137928,46
S00137929,121
S00137930,63
S00137931,78
S00137932,122
S00137933,67
S00137934,86
S00137935,75
S00137936,130
S00137937,100
S00137938,63
S00137939,76
S00137940,142
S00137941,80
S00137942,126
S00137943,99
S00137944,68
S00137945,55
S00137946,56
S00137947,117
S00137948,400
S00137949,124
S00137950,69
S00137951,88
S00137952,112
S00137953,144
S00137954,103
S00137955,91
S00137956,109
S00137957,101
S00137958,101
S00137959,105
S00137960,81
S00137961,159
S00137962,100
S00137963,87
S00137964,143
S00137965,87
S00137966,147
S00137967,130
S00137968,76
S00137969,70
S00137970,149
S00137971,72
S00137972,113
S00137973,128
S00137974,113
S00137975,50
S00137976,113
S00137977,92
S00137978,136
S00137979,58
S00137980,63
S00137981,99
S00137982,81
S00137983,116
S00137984,65
S00137985,63
S00137986,138
S00137987,120
S00137988,116
S00137989,101
S00137990,111
S00137991,85
S00137992,67
S00137993,126
S00137994,106
S00137995,121
S00137996,72
S00137997,104
S00137998,83
S00137999,75
S00138000,103
S00138001,105
S00138002,91
S00138003,201
S00138004,152
S00138005,131
S00138006,84
S00138007,73
S00138008,115
S00138009,138
S00138010,89
S00138011,117
S00138012,80
S00138013,125
S00138014,54
S00138015,97
S00138016,98
S00138017,129
S00138018,62
S00138019,60
S00138020,86
S00138021,76
S00138022,73
S00138023,120
S00138024,90
S00138025,119
S00138026,97
S00138027,78
S00138028,167
S00138029,76
S00138030,131
S00138031,97
S00138032,98
S00138033,107
S00138034,87
S00138035,126
S00138036,61
S00138037,88
S00138038,53
S00138039,117
S00138040,82
S00138041,97
S00138042,138
S00138043,98
S00138044,79
S00138045,99
S00138046,105
S00138047,135
S00138048,63
S00138049,125
S00138050,129
S00138051,114
S00138052,115
S00138053,76
S00138054,176
S00138055,87
S00138056,88
S00138057,75
S00138058,93
S00138059,99
S00138060,59
S00138061,75
S00138062,144
S00138063,60
S00138064,58
S00138065,63
S00138066,118
S00138067,59
S00138068,85
S00138069,158
S00138070,70
S00138071,67
S00138072,75
S00138073,184
S00138074,89
S00138075,83
S00138076,97
S00138077,56
S00138078,63
S00138079,128
S00138080,115
S00138081,96
S00138082,103
S00138083,62
S00138084,96
S00138085,156
S00138086,116
S00138087,110
S00138088,84
S00138089,129
S00138090,76
S00138091,106
S00138092,113
S00138093,80
S00138094,128
S00138095,72
S00138096,126
S00138097,67
S00138098,130
S00138099,93
S00138100,121
S00138101,89
S00138102,72
S00138103,120
S00138104,56
S00138105,87
S00138106,125
S00138107,91
S00138108,84
S00138109,89
S00138110,123
S00138111,104
S00138112,120
S00138113,117
S00138114,73
S00138115,173
S00138116,99
S00138117,123
S00138118,150
S00138119,157
S00138120,113
S00138121,98
S00138122,82
S00138123,99
S00138124,157
S00138125,179
S00138126,159
S00138127,91
S00138128,157
S00138129,118
S00138130,143
S00138131,104
S00138132,99
S00138133,61
S00138134,109
S00138135,163
S00138136,139
S00138137,149
S00138138,183
S00138139,73
S00138140,107
S00138141,82
S00138142,70
S00138143,123
S00138144,149
S00138145,116
S00138146,141
S00138147,117
S00138148,126
S00138149,133
S00138150,56
S00138151,132
S00138152,144
S00138153,62
S00138154,66
S00138155,78
S00138156,113
S00138157,175
S00138158,76
S00138159,90
S00138160,207
S00138161,105
S00138162,165
S00138163,140
S00138164,125
S00138165,110
S00138166,122
S00138167,91
S00138168,74
S00138169,141
S00138170,84
S00138171,79
S00138172,107
S00138173,143
S00138174,105
S00138175,90
S00138176,85
S00138177,100
S00138178,87
S00138179,77
S00138180,112
S00138181,61
S00138182,99
S00138183,90
S00138184,63
S00138185,91
S00138186,96
S00138187,71
S00138188,110
S00138189,112
S00138190,49
S00138191,115
S00138192,101
S00138193,102
S00138194,131
S00138195,83
S00138196,104
S00138197,69
S00138198,115
S00138199,77
S00138200,96
S00138201,62
S00138202,122
S00138203,92
S00138204,71
S00138205,98
S00138206,109
S00138207,97
S00138208,111
S00138209,110
S00138210,111
S00138211,106
S00138212,139
S00138213,93
S00138214,115
S00138215,67
S00138216,128
S00138217,114
S00138218,74
S00138219,66
S00138220,97
S00138221,77
S00138222,115
S00138223,60
S00138224,112
S00138225,82
S00138226,112
S00138227,82
S00138228,117
S00138229,115
S00138230,63
S00138231,98
S00138232,78
S00138233,120
S00138234,80
S00138235,142
S00138236,146
S00138237,96
S00138238,135
S00138239,136
S00138240,69
S00138241,102
S00138242,94
S00138243,86
S00138244,105
S00138245,78
S00138246,185
S00138247,97
S00138248,90
S00138249,145
S00138250,159
S00138251,86
S00138252,103
S00138253,96
S00138254,136
S00138255,94
S00138256,85
S00138257,59
S00138258,100
S00138259,78
S00138260,133
S00138261,118
S00138262,87
S00138263,77
S00138264,151
S00138265,94
S00138266,97
S00138267,95
S00138268,80
S00138269,126
S00138270,127
S00138271,95
S00138272,78
S00138273,129
S00138274,65
S00138275,121
S00138276,141
S00138277,87
S00138278,118
S00138279,96
S00138280,72
S00138281,109
S00138282,90
S00138283,85
S00138284,133
S00138285,94
S00138286,107
S00138287,90
S00138288,85
S00138289,64
S00138290,92
S00138291,78
S00138292,92
S00138293,161
S00138294,78
S00138295,94
S00138296,66
S00138297,97
S00138298,89
S00138299,116
S00138300,104
S00138301,101
S00138302,110
S00138303,119
S00138304,115
S00138305,109
S00138306,184
S00138307,88
S00138308,134
S00138309,152
S00138310,62
S00138311,115
S00138312,91
S00138313,87
S00138314,105
S00138315,104
S00138316,106
S00138317,103
S00138318,74
S00138319,114
S00138320,133
S00138321,119
S00138322,142
S00138323,108
S00138324,147
S00138325,78
S00138326,138
S00138327,65
S00138328,82
S00138329,147
S00138330,53
S00138331,107
S00138332,121
S00138333,92
S00138334,128
S00138335,114
S00138336,121
S00138337,139
S00138338,69
S00138339,127
S00138340,73
S00138341,83
S00138342,81
S00138343,99
S00138344,85
S00138345,143
S00138346,147
S00138347,161
S00138348,111
S00138349,64
S00138350,119
S00138351,102
S00138352,121
S00138353,152
S00138354,141
S00138355,121
S00138356,120
S00138357,121
S00138358,89
S00138359,152
S00138360,69
S00138361,112
S00138362,143
S00138363,122
S00138364,142
S00138365,157
S00138366,85
S00138367,131
S00138368,114
S00138369,140
S00138370,149
S00138371,94
S00138372,64
S00138373,113
S00138374,88
S00138375,167
S00138376,134
S00138377,103
S00138378,140
S00138379,76
S00138380,93
S00138381,111
S00138382,97
S00138383,151
S00138384,137
S00138385,123
S00138386,121
S00138387,127
S00138388,105
S00138389,77
S00138390,83
S00138391,62
S00138392,91
S00138393,118
S00138394,103
S00138395,119
S00138396,81
S00138397,80
S00138398,96
S00138399,85
S00138400,113
S00138401,71
S00138402,112
S00138403,110
S00138404,85
S00138405,98
S00138406,121
S00138407,85
S00138408,121
S00138409,81
S00138410,52
S00138411,75
S00138412,102
S00138413,54
S00138414,87
S00138415,69
S00138416,91
S00138417,132
S00138418,84
S00138419,64
S00138420,91
S00138421,112
S00138422,83
S00138423,84
S00138424,105
S00138425,55
S00138426,74
S00138427,77
S00138428,108
