X,Y,OBJECTID,ALCOHOL_SALES,LICENCE_NO,PREMISES_REF,LICENCE_HOLDER,PREMISES_MANAGER,GRANTDATE,CHILDREN,COREDAYS,COREACTIVE,CAPACITY_ON,CAPACITY_OFF,MAP_EAST,MAP_NORTH,UPRN,DISTANCE,ADDRESS,LOG_STATUS,AREANAME,AREACODE,WARDNO,WARDNAME,INTERZONE
255023,669301,84,On & Off,GC0201,Lock 27 1100 Crow Road and External area Glasgow G13 1XX  ,Greene King Brewing & Retailing Limi,Christopher Anderson,2008/06/10 00:00:00+00,,On Sales ,Premises ,226,15,255023,669301,906700037902,,1100 Crow Road Glasgow G13 1JT ,,Temple / Anniesland,18,14,Drumchapel/Anniesland,S02001970
257226,661993,85,Off,GC0202,Deli Zola 11 Skirving Street Glasgow G41 3AB  ,Georgina Taylor,Robin James MacKenzie Mort,2008/06/10 00:00:00+00,,Monday to,Premises ,30,7.04,257226,661993,906700290497,,11 Skirving Street Glasgow G41 3AB ,,Langside / Battlefield,7,07,Langside,S02001871
257635,664812,86,On,GC0203,Nando's 4 Springfield Quay Glasgow G5 8NP  ,Nando's Chickenland Ltd,Cheryl Marshall,2008/06/13 00:00:00+00,,Monday to,Premises ,174,,257635,664812,906700206164,,4 Springfield Quay Glasgow G5 8NP ,,Ibrox / Kingston,2,05,Govan,S02001890
257091,667170,87,On & Off,GC0204,The Belle 617 Great Western Road Glasgow G12 8HX  ,Popvintage Limited,Catriona Waldron,2008/06/13 00:00:00+00,,On Sales ,Premises ,60,8,257091,667170,906700057745,,617 Great Western Road Glasgow G12 8HX ,,Hillhead / Woodlands,30,11,Hillhead,S02001952
259042,665739,88,On,GC0205,Amalfi Pizzeria 148 West Nile Street Glasgow G1 2RQ  ,Lujo Properties Limited,Djaffar Tahenni,2008/06/13 00:00:00+00,,Monday to,Premises ,38,,259042,665739,906700118669,,148 West Nile Street Glasgow G1 2RQ ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
254364,665923,89,On,GC0211,The Reform Club 4/6 Cressy Street Glasgow G51 4RB  ,The Reform Club,,2008/06/13 00:00:00+00,,Monday to,Premises ,60,,254364,665923,906700163309,,6 Cressy Street Glasgow G51 4RB ,,Greater Govan,1,05,Govan,S02001856
255767,666600,90,On & Off,GC0212,Victoria Bar 336 Dumbarton Road Glasgow G11 6TG  ,Tiree Black House Limited,Patricia Bennett,2008/06/13 00:00:00+00,,On Sales ,Premises ,140,13.2,255767,666600,906700028953,,336 Dumbarton Road Glasgow G11 6TG ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001955
258140,665957,91,On & Off,GC0213,Variety Bar 401 Sauchiehall Street Glasgow G2 3LG  ,Caledonian Heritable Limited,Gayle Copland,2008/06/13 00:00:00+00,,On Sales ,Premises ,118,17.8,258140,665957,906700096713,,401 Sauchiehall Street Glasgow G2 3LG ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
253748,667063,92,Off,GC0218,Basic Necessities 1235 Dumbarton Road Glasgow G14 9UT  ,Imaam Rashid,Sadia Imran,2008/06/13 00:00:00+00,,Monday to,Premises ,,19.6,253748,667063,906700029918,,1233 Dumbarton Road Glasgow G14 9UT ,,Anniesland / Jordanhill / Whiteinch,34,12,Victoria Park,S02001961
254066,663853,93,On & Off,GC0219,South Western Club 20 Corkerhill Gardens Glasgow G52 1SE  ,South Western Club,,2008/06/13 00:00:00+00,,On Sales ,Premises ,220,20.4,254066,663853,906700257960,,20 Corkerhill Gardens Glasgow G52 1SE ,,Crookston /South Cardonald,51,04,Cardonald,S02001850
259484,667111,94,On & Off,GC0220,Springpark Bar 439/441 Keppochhil Road Glassgow G21 1HY  ,Keppoch Property Holdings Ltd,Jacqueline Gibson,2008/06/13 00:00:00+00,,On Sales ,Premises ,75,0.5,259484,667111,906700328112,,439 Keppochhill Road Glasgow G21 1HY ,,Ruchill / Possilpark,38,16,Canal,S02001924
260704,666927,95,Off,GC0222,Costco 15 Cobden Road St Rollox Buisness Park Glasgow G21 2QA ,Costco Wholesale UK Limited,Margaret Mary Moffat,2008/06/13 00:00:00+00,,Monday to,Premises ,,420.7,260704,666927,906700144122,,15 Cobden Road Glasgow G21 1YX ,,Sighthill / Roystonhill / Germiston,23,22,Dennistoun,S02001924
257351,665761,96,On,GC0223,The Brass Monkey 1004 Argyle Street Glasgow G3 8LU  ,Trust Inns Limited,Andrew Iain McCulloch,2008/06/13 00:00:00+00,,Monday to,Premises ,110,11.9,257351,665761,906700007465,,1004 Argyle Street Glasgow G3 8LU ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001935
259120,665511,97,On,GC0224,5/7 Dundas Street Glasgow G1 2AH   ,Aubrey Smith Leisure Limited,Ashley Sinclair,2008/06/13 00:00:00+00,,Monday to,Premises ,120,2.4,259120,665511,906700039392,,5 Dundas Street Glasgow G1 2AH ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
257212,668329,98,On,GC0225,The Viking Bar 1190 Maryhill Road Glasgow G20 9BA  ,Aubrey Smith Leisure Limited,Douglas Hamilton,2008/06/13 00:00:00+00,,Monday to,Premises ,195,,257212,668329,906700075588,,1190 Maryhill Road Glasgow G20 9BA ,,Maryhill Road Corridor,39,15,Maryhill,S02001941
256769,666080,99,On & Off,GC0227,Gloriosa 1323 Argyle Street Glasgow G3 8TL  ,Firebird Restaurant Limited,Rhianna Turnbull,2008/06/13 00:00:00+00,,On Sales ,Premises ,184,5.8,256769,666080,906700007145,,1323 Argyle Street Glasgow G3 8TL ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001936
256798,666104,100,On,GC0231,Ashoka Finnieston 1284 Argyle Street Glasgow G3 8AB  ,Phase 9 Designers Limited,Vidhya Vibinkumar,2008/06/13 00:00:00+00,,Monday to,Premises ,56,6,256798,666104,906700006906,,1284 Argyle Street Glasgow G3 8AB ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001936
256212,666555,101,Off,GC0237,Friendly Stores Limited 152 Dumbarton Road Glasgow G11 6XE  ,Nurah Retail Limited,Jaskooner Singh,2008/06/13 00:00:00+00,,Monday to,Premises ,,21.1,256212,666555,906700038468,,152 Dumbarton Road Glasgow G11 6XE ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
259582,665025,102,On & Off,GC0241,Blackfriars Bar & External Area 36 Bell Street/45 Albion Street Glasgow G2 1LG  ,MPBB Group Limited,Graeme Moffat,2008/06/13 00:00:00+00,,On Sales ,Premises ,178,11,259582,665025,906700356817,,36 Bell Street Glasgow G1 1LG ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
259121,665352,103,On & Off,GC0242,The Auctioneers 6 North Court Glasgow G1 2DP  ,Mitchells & Butlers Retail Limited,Aimee McKenna,2008/06/13 00:00:00+00,,On Sales ,Premises ,296,3.1,259121,665352,906700088437,,Storey 1 6 North Court Glasgow G1 2DP ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258885,665379,104,On & Off,GC0243,Horseshoe Bar 17 Drury Street Glasgow G2 5AE  ,Mitchells & Butlers Retail Ltd,Michael George Rogerson,2008/06/13 00:00:00+00,,On Sales ,Premises ,401,35.04,258885,665379,906700035849,,17 Drury Street Glasgow G2 5AE ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
259147,665344,105,On & Off,GC0244,Drouthy's 155/157 Queen Street Glasgow G1 3BJ  ,Greene King Retailing Ltd,Victoria Letitia Hastings ,2008/06/13 00:00:00+00,,On Sales ,Premises ,120,30,259147,665344,906700085333,,155 Queen Street Glasgow G1 3BJ ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
259600,665053,106,On & Off,GC0245,O'Neills 71 Albion Street Candleriggs Glasgow G1 1NY ,Mitchells & Butlers Retail Ltd,Daniel John Roe,2008/06/13 00:00:00+00,,On Sales ,Premises ,612,29.5,259600,665053,906700012704,,31 Bell Street Glasgow G1 1NU ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
267401,664641,107,On & Off,GC0246,Springcroft 1 Springcroft Drive Glasgow G69 6SF  ,Mitchells & Butlers Retail Ltd,Colin MacKay,2008/06/13 00:00:00+00,,On Sales ,Premises ,392,27,267401,664641,906700132160,,1 Springcroft Drive Glasgow G69 6SF ,,Baillieston / Garrowhill,42,20,Baillieston,S02001903
256501,666952,108,On & Off,GC0247,Tennents 191 Byres Road Glasgow G12 8TN  ,Mitchells & Butlers Retail Limited,Philip Robert Wilson,2008/06/13 00:00:00+00,,On Sales ,Premises ,325,,256501,666952,906700354668,,191 Byres Road Glasgow G12 8TN ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001957
264516,663680,109,Off,GC0249,Sandyhills Licensed Grocers 364 Amulree Street Glasgow G32 7SJ  ,Mohammed Sarwar,Mohammed Sarwar,2008/06/13 00:00:00+00,,Monday to,Premises ,,8,264516,663680,906700125547,,364 Amulree Street Glasgow G32 7SJ ,,Tollcross / West Shettleston,56,19,Shettleston,S02001897
265954,663514,110,On,GC0250,Mount Vernon Bowling & Tennis Club 6 Central Grove Mount Vernon Glasgow G32 0SP ,Mount Vernon Bowling & Tennis Club,,2008/06/13 00:00:00+00,,Monday to,Premises ,430,,265954,663514,906700321187,,Flat 9 5 Central Grove Glasgow G32 0SP ,,Mount Vernon / East Shettleston,55,19,Shettleston,S02001899
258481,665791,111,On,GC0252,The Bunker 193 Bath Street Glasgow G2 4HU  ,Dawncrest Ltd,David Halliday,2008/06/13 00:00:00+00,,Monday to,Premises ,396,,258481,665791,906700009997,,Storey Basement 193 Bath Street Glasgow G2 4HU ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
259321,665146,112,On & Off,GC0254,House of Gods 61/65 Glassford Street Glasgow G1 1UG  ,BXTR 3 Limited,Thomas Martin-McGibbon,2008/06/13 00:00:00+00,,On Sales ,Premises ,328,15,259321,665146,906700042675,,61 Glassford Street Glasgow G1 1UG ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
259385,665509,113,Off,GC0349,Banquets & Harlequin Ltd 48A North Frederick Street Glasgow G1 2BS  ,Khalid Naeem Rashid,Peter Robert Haggerty,2008/06/13 00:00:00+00,,Monday to,Premises ,,1.7,259385,665509,906700090098,,48 North Frederick Street Glasgow G1 2BS ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
259640,665036,114,On & Off,GC0266,Connolly's Irish Bar 45-47 Bell Street Glasgow G1 1NX  ,Punav Ltd,Patrick McBride,2008/06/16 00:00:00+00,,On Sales ,Premises ,216,8.8,259640,665036,906700330759,,45 Bell Street Glasgow G1 1NX ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
255804,664258,115,On,GC0268,Rolls Royce Leisure Association Glasgow Social Club 1 Beech Avenue Dumbreck Glasgow G41 5DF ,Rolls Royce Leisure Association Glas,,2008/06/16 00:00:00+00,,Monday to,Premises ,300,,255804,664258,906700342005,,1 Beech Avenue Dumbreck Glasgow G41 5DF ,,Ibrox / Kingston,2,05,Govan,S02001862
263829,664200,116,On & Off,GC0270,The Palaceum Bar 10/16 Edrom Street Glasgow G32 7ND  ,Philip Storrie,Philip Storrie,2008/06/16 00:00:00+00,,On Sales ,Premises ,160,0.5,263829,664200,906700153470,,16 Edrom Street Glasgow G32 7DN ,,Tollcross / West Shettleston,56,19,Shettleston,S02001911
254780,661195,117,On & Off,GC0272,The Cowglen Golf Club Cowglen Golf Club 301 Barrhead Road Glasgow G43 1AU ,The Cowglen Golf Club,,2008/06/16 00:00:00+00,,On Sales ,Premises ,130,0,254780,661195,906700384164,,House Cowglen Golf Club 301 Barrhead Road Glasgow G43 1AU ,,Pollokshaws / Mansewood,47,02,Newlands/Auldburn,S02001873
259316,665122,118,Off,GC0275,Merchant City Post Office 59 Glassford Street Glasgow G1 1UG  ,Asim Baig,Mhairi Louise Murdoch,2008/06/16 00:00:00+00,,Monday to,Premises ,,8.6,259316,665122,906700042674,,59 Glassford Street Glasgow G1 1UG ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
257770,663355,119,Off,GC0277,206 Albert Drive Glasgow G41 2NJ   ,Ratshi Ltd,Ishtiaq Ahmed,2008/06/16 00:00:00+00,,Monday to,Premises ,,23.2,257770,663355,906700134033,,206 Albert Drive Glasgow G41 2NJ ,,Pollokshields East,54,06,Pollokshields,S02001864
255328,665773,120,On,GC0278,Brechin's Bar 803 Govan Road Glasgow G51 3DJ  ,Best Cellars (Scotland) Ltd,Audrey Ann Cardow,2008/06/16 00:00:00+00,,Monday to,Premises ,193,,255328,665773,906700169864,,803 Govan Road Glasgow G51 3DJ ,,Greater Govan,1,05,Govan,S02001859
252347,668549,121,On,GC0279,Royal British Legion Club 17 Cairntoul Drive Glasgow G14 0XT  ,Royal British Legion Club,,2008/06/16 00:00:00+00,,Monday to,Premises ,440,,252347,668549,906700017965,,10 Cairntoul Drive Glasgow G14 0XT ,,Knightswood,19,13,Garscadden/Scotstounhill,S02001963
252917,667713,122,On,GC0280,Neelim Restaurant 1590 Dumbarton Road Glasgow G14 9DB  ,Chapati Fast Foods,Tajinder Gill,2008/06/16 00:00:00+00,,Monday to,Premises ,60,,252917,667713,906700323795,,1590 Dumbarton Road Glasgow G14 9DB ,,Yoker / Scotstoun,15,13,Garscadden/Scotstounhill,S02001963
252441,668379,123,Off,GC0284,Iceland Foods Limited 776 Anniesland Road Glasgow G14 0YU  ,Iceland Foods Limited,Christopher Robert Wilson,2008/06/16 00:00:00+00,,Monday to,Premises ,,6,252441,668379,906700003411,,776A Anniesland Road Glasgow G14 0YU ,,Yoker / Scotstoun,15,13,Garscadden/Scotstounhill,S02001963
256365,669554,124,On & Off,GC0285,Maryhill Bowling Club 29 Duart Street Glasgow G20 0EG  ,The Maryhill Bowling Club,,2008/06/16 00:00:00+00,,On Sales ,Premises ,80,2.3,256365,669554,906700038429,,29 Duart Street Glasgow G20 0EG ,,North Maryhill / Summerston,36,15,Maryhill,S02001946
256774,667203,125,On & Off,GC0286,The Western Baths Club 12 Cranworth Street Glasgow G12 8BZ  ,The Western Baths Club,,2008/06/16 00:00:00+00,,Monday to,Premises ,300,0,256774,667203,906700036207,,12 Cranworth Street Glasgow G12 8BZ ,,Hillhead / Woodlands,30,11,Hillhead,S02001952
258739,662813,126,Off,GC0287,Naveed Licensed Grocers 464 Cathcart Road Glasgow G42 7BY  ,Nadim Mohammed,Nadim Mohammed,2008/06/16 00:00:00+00,,Monday to,Premises ,,16.77,258739,662813,906700343965,,464 Cathcart Road Glasgow G42 7BY ,,Govanhill,4,08,Southside Central,S02001865
255873,664764,127,On & Off,GC0295,111-119 Copland Road Glasgow G51 2SL   ,T L T Trading Limited,Alice Marshall,2008/06/16 00:00:00+00,,On Sales ,Premises ,439,1.63,255873,664764,906700157120,,111 Copland Road Glasgow G51 2SL ,,Ibrox / Kingston,2,05,Govan,S02001860
258658,661526,128,Off,GC0299,Spar 1090 Cathcart Road Glasgow G42 9XW  ,Tahir Hamid,Tahir Hamid,2008/06/16 00:00:00+00,,Monday to,Premises ,,29.2,258658,661526,906700389004,,1090 Cathcart Road Glasgow G42 9XW ,,King's Park / Mount Florida,8,07,Langside,S02001887
262471,664252,129,On,GC0300,The Anchor Bar 1401 Gallowgate Glasgow G31 4EX  ,Sheddinns Limited,Robert Mitchell,2008/06/16 00:00:00+00,,Monday to,Premises ,118,,262471,664252,906700165229,,1401 Gallowgate Glasgow G31 4EX ,,Parkhead / Dalmarnock,27,09,Calton,S02001894
261646,666332,130,On & Off,GC0301,Blochairn Bar 269 Blochairn Road Glasgow G21 2RL  ,Thomas Melville,Jacqueline Bryce,2008/06/16 00:00:00+00,,On Sales ,Premises ,115,0.5,261646,666332,906700148892,,269 Blochairn Road Glasgow G21 2RL ,,Sighthill / Roystonhill / Germiston,23,22,Dennistoun,S02001926
258689,661528,131,Off,GC0305,Keystore 1101 Cathcart Road Glasgow G42 9XP  ,Amir Iqbal,Amir Iqbal,2008/06/16 00:00:00+00,,Monday to,Premises ,,27.1,258689,661528,906700250227,,1099 Cathcart Road Glasgow G42 9XP ,,King's Park / Mount Florida,8,07,Langside,S02001887
258979,665869,132,On,GC0309,The Atholl Arms 134 Renfield Street Glasgow G2 3AU  ,Charles J McPherson Stewart,,2008/06/16 00:00:00+00,,Monday to,Premises ,140,13,258979,665869,906700088860,,The Atholl 30 Renfrew Street Glasgow G2 3BW ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258144,665906,133,On & Off,GC0026,Sannio 61A Elmbank Street Glasgow G2 4PQ  ,Palermo Limited,Buke Soyusinmez,2008/06/17 00:00:00+00,,On Sales ,Premises ,58,0,258144,665906,906700052551,,Basement 61 Elmbank Street Glasgow G2 4PQ ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
256765,666308,134,On,GC0107,Kelvingrove Museum & Art Gallery 1 Kelvingrove Park Glasgow G3 8AG  ,Glasgow City Council,Colin Davidson,2008/06/17 00:00:00+00,,Monday to,Premises ,1170,,256765,666308,906700326315,,Kelvingrove Art Gallery 1 Kelvingrove Park Glasgow G3 8AG ,,Hillhead / Woodlands,30,11,Hillhead,S02001953
268162,665055,135,On & Off,GC0110,Bridge Inn 31/33 Easterhouse Road Glasgow G69 6BH  ,FB Rattler Limited,Kelly Louise McColl ,2008/06/17 00:00:00+00,,On Sales ,Premises ,171,2.8,268162,665055,906700159559,,31 Easterhouse Road Glasgow G69 6BH ,,Baillieston / Garrowhill,42,20,Baillieston,S02001903
254620.85,665398.75,136,On & Off,GC0226,Fairfield Working Men's Club 211 Crossloan Road Glasgow G51 3QD  ,Fairfield Working Men's Club,,2008/06/17 00:00:00+00,,On Sales ,Premises ,550,0,254620.85,665398.75,906700153813,,211 Crossloan Road Glasgow G51 3QD ,,Greater Govan,1,05,Govan,S02001856
257179,665966,137,On,GC0312,The Big Slope 36 Kelvingrove Street Glasgow G3 7RZ  ,Drinking Plus Limited,Kevan Cargill,2008/06/17 00:00:00+00,,Monday to,Premises ,102,,257179,665966,906700429796,,Storey Basement 36 Kelvingrove Street Glasgow G3 7RZ ,,Hillhead / Woodlands,30,10,Anderston/City/Yorkhill,S02001936
257179,665966,138,On,GC0314,Unalome by Graeme Cheevers 36 Kelvingrove Street Glasgow G3 7RZ  ,Ewan McDougall & Jacqueline McDougal,Cristina Cheevers,2008/06/17 00:00:00+00,,Monday to,Premises ,60,,257179,665966,906700429797,,Storey Ground 36 Kelvingrove Street Glasgow G3 7RZ ,,Hillhead / Woodlands,30,10,Anderston/City/Yorkhill,S02001936
259050,665267,139,On,GC0315,"Social / Haus 25, 27 and 27a Royal Exchange Square Glasgow G1 3JA  ",Scotsman Group plc,Alistair Scot Dawson,2008/06/17 00:00:00+00,,Monday to,Premises ,795,,259050,665267,906700102583,,27 Royal Exchange Square Glasgow G1 3AJ ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258981,665889,140,On,GC0318,The Flying Duck 142 Renfield Street Glasgow G2 3AU  ,GL Glasgow Limited,Catriona Carol Clegg,2008/06/17 00:00:00+00,,Monday to,Premises ,384,,258981,665889,906700088737,,140 Renfield Street Glasgow G2 3AU ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258868,666020,141,On,GC0319,Cafe Hula 321 Hope Street Glasgow G2 3PT  ,Namufab Ltd,Ying Quan,2008/06/17 00:00:00+00,,Monday to,Premises ,60,,258868,666020,906700054613,,321 Hope Street Glasgow G2 3PT ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
265212,664010,142,Off,GC0320,Usy'z Boozers 1640 Shettleston Road Glasgow G32 9AN  ,Zahida Munir,Mohammed Choudary,2008/06/17 00:00:00+00,,Monday to,Premises ,,14.4,265212,664010,906700386217,,1640 Shettleston Road Glasgow G32 9AN ,,Mount Vernon / East Shettleston,55,19,Shettleston,S02001910
258682,665219,143,On,GC0322,Artto Hotel 37/39 Hope Street Glasgow G2 6AE  ,Bars Holdings Limited,Brian Chaudhry,2008/06/17 00:00:00+00,,Monday to,Premises ,55,,258682,665219,906700064182,,Artto Hotel 37 Hope Street Glasgow G2 6AE ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258834,664946,144,On & Off,GC0324,Imperial Bar 6 Howard Street Glasgow G1 4AZ  ,Hawthorn Leisure Scotco Limited,Karen Joyce,2008/06/17 00:00:00+00,,On Sales ,Premises ,60,6,258834,664946,906700059901,,6 Howard Street Glasgow G1 4AZ ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
257226,661993,145,Off,GC0326,Bochka 7/7A Skirving Street Glasgow G41 3AB  ,Shynok Limited,Eoghan Alasdair McCormack ,2008/06/17 00:00:00+00,,Monday to,Premises ,6,42.4,257226,661993,906700290487,,7 Skirving Street Glasgow G41 3AB ,,Langside / Battlefield,7,07,Langside,S02001871
258862,665990,146,On,GC0330,311 Hope Street Glasgow G2 3PT   ,Annie Lennox Kanushi,Annie Lennox Kanushi,2008/06/17 00:00:00+00,,Monday to,Premises ,142,0,258862,665990,906700054612,,311 Hope Street Glasgow G2 3PT ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
258780,665627,147,On & Off,GC0334,NYC 185 Hope Street Glasgow G2 2UL  ,Elmgulf Limited,James Thomas Bell,2008/06/17 00:00:00+00,,On Sales ,Premises ,135,15,258780,665627,906700053817,,185 Hope Street Glasgow G2 2UL ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258780,665627,148,On,GC0335,Opium 191 Hope Street Glasgow G2 2UL  ,Liang Yu Company Limited,Chun Yu Trevor Lee,2008/06/17 00:00:00+00,,Monday to,Premises ,60,,258780,665627,906700053819,,191 Hope Street Glasgow G2 2UL ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
256476,667102,149,On & Off,GC0338,Di Maggio's 59/61 Ruthven Lane Glasgow G12 9BG  ,Di Maggio's Restaurants Limited,Marc Crichton,2008/06/17 00:00:00+00,,On Sales ,Premises ,75,0,256476,667102,906700082004,,61 Ruthven Lane Glasgow G12 9BG ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001957
257518,664642,150,On & Off,GC0341,Quayside 466 Paisley Road Glasgow G5 8RE  ,Hawthorn Leisure Scotco Limited,John Black,2008/06/17 00:00:00+00,,On Sales ,Premises ,172,10.3,257518,664642,906700193373,,466 Paisley Road Glasgow G5 8RE ,,Ibrox / Kingston,2,05,Govan,S02001890
258339,665909,151,On,GC0344,Dannsa 323 Sauchiehall Street Glasgow G2 9HW  ,T. R. Properties Ltd,Linda Macisaac,2008/06/17 00:00:00+00,,Monday to,Premises ,192,8.2,258339,665909,906700424065,,Storey Basement 321 Sauchiehall Street Glasgow G2 3HW ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
257311,672747,152,On & Off,GC0346,Tickled Trout 878 Boclair Road Glasgow G62 6EP  ,Mitchells & Butlers Retail Limited,Hayley Henderson,2008/06/17 00:00:00+00,,On Sales ,Premises ,508,13.6,257311,672747,906700013240,,878 Boclair Road Glasgow G62 6EP ,,Lambhill / Milton,35,16,Canal,S02001945
260606,664087,153,On,GC0348,The Crimson Star 577 London Road Glasgow G40 1NE  ,Antonio Jaconelli,Antonio Jaconelli,2008/06/17 00:00:00+00,,Monday to,Premises ,153,,260606,664087,906700187922,,577 London Road Glasgow G40 1NE ,,Calton / Bridgeton,28,09,Calton,S02001894
