X,Y,OBJECTID,ALCOHOL_SALES,LICENCE_NO,PREMISES_REF,LICENCE_HOLDER,PREMISES_MANAGER,GRANTDATE,CHILDREN,COREDAYS,COREACTIVE,CAPACITY_ON,CAPACITY_OFF,MAP_EAST,MAP_NORTH,UPRN,DISTANCE,ADDRESS,LOG_STATUS,AREANAME,AREACODE,WARDNO,WARDNAME,INTERZONE
258858,665608,1502,On,GC2223,53 West Regent Street Glasgow G2 2AE   ,Waterflow LIC Limited,,2016/09/16 00:00:00+00,,Monday to,Premises ,194,,258858,665608,906700118585,,Castle Chambers 53 West Regent Street Glasgow G2 2AE ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
259220,665160,1503,On & Off,GC2231,The Spiritualist Stirlings Library 62 Miller Street Glasgow G1 1DT ,Signature Pubs Limited,Neringa Vaitkeviciute,2016/09/16 00:00:00+00,,On Sales ,Premises ,210,92,259220,665160,906700083809,,62 Miller Street City Centre Glasgow G1 1DT ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
258908,665460,1504,On & Off,GC2162,90 St Vincent Street Glasgow G2 5UB   ,LFR Leisure Limited,Douglas Coupland,2016/10/13 00:00:00+00,,On Sales ,Premises ,200,0,258908,665460,906700356541,,Storey Ground/Basement 90 St Vincent Street Glasgow G2 5UB ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
260740,666329,1505,Off,GC2114,130-132 Royston Road Glasgow G21 2PA   ,Papinder Gill,Lorna Marie Tierney,2016/11/03 00:00:00+00,,Monday to,Premises ,,15.5,260740,666329,906700207546,,132 Royston Road Glasgow G21 2PA ,,Sighthill / Roystonhill / Germiston,23,22,Dennistoun,S02001926
257909,666241,1506,On & Off,GC2225,48 Woodlands Road Glasgow G3 6UR   ,Michelle McGeown,Michelle McGeown,2016/11/18 00:00:00+00,,On and Of,Premises ,40,10,257909,666241,906700120639,,48 Woodlands Road Glasgow G3 6UR ,,Hillhead / Woodlands,30,11,Hillhead,S02001937
259523,664952,1507,On & Off,GC2233,Buck's Bar Trongate 96 Trongate Glasgow G1 5EP  ,CDLH Surveyors Limited,Marzena Elzbieta Kwiek,2016/11/29 00:00:00+00,,On Sales ,Premises ,97,3,259523,664952,906700326019,,96 Trongate Glasgow G1 5EP ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
257057,665943,1508,On & Off,GC2206,Sano 1146 Argyle Street Glasgow G3 8TE  ,Westend Entertainment Limited,Shona Louise Garrett,2016/12/07 00:00:00+00,,On Sales ,Premises ,128,3.24,257057,665943,906700006054,,1146 Argyle Street Glasgow G3 8TE ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001936
255762.68,661772.289999999,1509,On & Off,GC2243,Shawholm Pollok Country Park 2060 Pollokshaws Road Glasgow G43 1AT ,The W Football Academy Trading LTD,,2016/12/16 00:00:00+00,,On Sales ,Premises ,80,4.53,255762.68,661772.29,906700399248,,W Academy Pollok Country Park 2060 Pollokshaws Road Glasgow G43 1AT ,,Pollokshaws / Mansewood,47,02,Newlands/Auldburn,S02001869
258893,665482,1510,On,GC2221,36 Renfield Street Glasgow G2 1LU   ,Inventive Service Company Limited,Jake McCarthy,2016/12/19 00:00:00+00,,Monday to,Premises ,500,,258893,665482,906700331024,,Storey 1 36 Renfield Street Glasgow G2 1LU ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
259234,665197,1511,On,GC2083,The Spanish Butcher 80 Miller Street Glasgow G1 1TD  ,Seventeensixty Limited,Andrew David Knight,2016/12/23 00:00:00+00,,Monday to,Premises ,197,,259234,665197,906700085368,,80 Miller Street City Centre Glasgow G1 1DT ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
259499,664908,1512,On & Off,GC2179,7 King Street Glasgow G1 5QZ   ,Bario Brothers Ltd,George Black,2016/12/23 00:00:00+00,,On Sales ,Premises ,60,6,259499,664908,906700076602,,7 King Street Glasgow G1 5QZ ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
259735,668211,1513,On,GC2190,Ashfield Allied Stadium 404 Hawthorn Street Glasgow G22 6RU  ,Ashfield Allied Limited,David John Facenna,2017/02/08 00:00:00+00,,Monday to,Premises ,2066,,259735,668211,906700055402,,404 Hawthorn Street Glasgow G22 6RU ,,Ruchill / Possilpark,38,16,Canal,S02001942
257858,662604,1514,On & Off,GC2242,Marchtown 741 Pollokshaws Road Glasgow G41 2AA  ,Marchtown Limited,Anthony Paul Reynolds,2017/03/02 00:00:00+00,,On Sales ,Premises ,50,11,257858,662604,906700289933,,741 Pollokshaws Road Glasgow G41 2AA ,,Shawlands / Strathbungo,6,08,Southside Central,S02001868
255806,666508,1515,Off,GC2150,Lidl Great Britain Limited 19 Beith Street Glasgow G11 6DQ  ,Lidl Great Britain Limited,Euan James Barr,2017/03/16 00:00:00+00,,Monday to,Premises ,,60.8,255806,666508,906700003856,,Flat 0/1 17 Anderson Street Glasgow G11 6AG ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
266551.21,666518.810000001,1516,On,GC2222,Bread Meats Bread 90 Provan Walk Glasgow G34 9DL  ,BMB LIC Limited,Tania Marisa Da Silva Ferr,2017/04/10 00:00:00+00,,Monday to,Premises ,140,,266551.21,666518.81,906700515326,,90 Provan Walk Glasgow G34 9DL ,,Easterhouse,16,21,North East,S02001906
263904,663350,1517,Off,GC2255,Price Cutter 961 Tollcross Road Glasgow G32 8UR  ,Muhdin Enterprises Limited,Muhammad Kaleem,2017/04/11 00:00:00+00,,Monday to,Premises ,,19.7,263904,663350,906700226652,,961 Tollcross Road Glasgow G32 8UR ,,Tollcross / West Shettleston,56,19,Shettleston,S02001896
257346,667022,1518,On & Off,GC2236,471 Great Western Road Glasgow G12 8HL   ,Enoteca Scotland Limited,Paul Stevenson,2017/04/20 00:00:00+00,,On Sales ,Premises ,128,0,257346,667022,906700056084,,471 Great Western Road Glasgow G12 8HL ,,Hillhead / Woodlands,30,11,Hillhead,S02001952
264677,667719,1519,Off,GC2263,Millerston Convenience Store 1763 Cumbernauld Road Glasgow G33 1AA  ,S&U Chaudhry,Usman Chaudhry,2017/04/21 00:00:00+00,,Monday to,Premises ,,26.1,264677,667719,906700035448,,1763 Cumbernauld Road Glasgow G33 1AA ,,Blackhill / Hogganfield,22,21,North East,S02001918
255841.56,667579.130000001,1520,Off,GC2209,Sainsbury's Local 4 Novar Drive Glasgow G12 9PU  ,Sainsbury's SL Limited,Steven Alexander Steel,2017/04/25 00:00:00+00,,Monday to,Premises ,,19.73,255841.56,667579.13,906700519548,,6 Novar Drive Glasgow G12 9PU ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001957
257325,662151,1521,On,GC2265,1044-1046 Pollokshaws Road Glasgow G41 3EB   ,Eufemio Perella,Joanne Shields,2017/04/25 00:00:00+00,,Monday to,Premises ,40,,257325,662151,906700291861,,1044 Pollokshaws Road Glasgow G41 3EB ,,Shawlands / Strathbungo,6,06,Pollokshields,S02001870
258792,665379,1522,Off,GC2102,Sainsbury's 76 Gordon Street Glasgow G1 3RS  ,Sainsbury's SL Limited,Craig Kelly,2017/05/03 00:00:00+00,,Monday to,Premises ,,25.75,258792,665379,906700048729,,Grosvenor Building 76 Gordon Street Glasgow G1 3RS ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
256192,661095,1523,Off,GC2191,Aldi Unit 6 Auldhouse Retail Park Glasgow G43 1AP ,Aldi Stores Limited ,Gordon McDonald,2017/05/05 00:00:00+00,,Monday to,Premises ,,37.46,256192,661095,906700256393,,Auldhouse Retail Park 57 Cogan Street Glasgow G43 1AP ,,Pollokshaws / Mansewood,47,02,Newlands/Auldburn,S02001873
256941.26,667258.189999999,1524,On & Off,GC2249,Bread Meats Bread 695 Great Western Road Glasgow G12 8RA  ,BMB LIC Limited,Lirie Avdyli,2017/06/27 00:00:00+00,,On Sales ,Premises ,76,10.14,256941.26,667258.19,906700057857,,695 Great Western Road Glasgow G12 8RA ,,Hillhead / Woodlands,30,11,Hillhead,S02001952
261410,665043,1525,On & Off,GC2192,Dennistoun Bar-B-Que 585 Duke Street Glasgow G31 1PY  ,John Baillie,Patricia Arnott,2017/07/10 00:00:00+00,,On Sales ,Premises ,40,1.01,261410,665043,906700158469,,585 Duke Street Glasgow G31 1PY ,,Dennistoun,12,22,Dennistoun,S02001930
267771,663921,1526,On & Off,GC2270,Kastriots 7-11 Main Street Glasgow G69 6SG  ,Gjini Holdings Limited,Kastriot Gjini,2017/07/10 00:00:00+00,,On Sales ,Premises ,100,2.7,267771,663921,906700421709,,11 Main Street Baillieston Glasgow G69 6SG ,,Baillieston / Garrowhill,42,20,Baillieston,S02001902
258704,665382,1527,On & Off,GC2256,Temaki 113 Hope Street Glasgow G2 6LL  ,Chicago Skyline Limited,Koziel Katarzyna,2017/07/28 00:00:00+00,,On Sales ,Premises ,20,2,258704,665382,906700066772,,113 Hope Street Glasgow G2 6LL ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
255996.02,666563.6,1528,On & Off,GC2218,Italian Deli 235 Dumbarton Road Glasgow G11 6AB  ,Claudio Celino,Jennifer Elizabeth Raeside,2017/08/18 00:00:00+00,,On Sales ,Premises ,140,26.8,255996.02,666563.6,906700501056,,235 Dumbarton Road Glasgow G11 6AB ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
265903.93,666341.84,1529,Off,GC2252,Spar 2 Redcastle Square Garthamlock Glasgow G33 5EG ,CJ Lang & Son Limited,Gerald Haughey,2017/09/04 00:00:00+00,,Monday to,Premises ,,27.7,265903.93,666341.84,906700507325,,981 Gartloch Road Glasgow G33 5AQ ,,Ruchazie / Garthamlock,17,21,North East,S02001915
259682,664896,1530,On,GC2271,Eda 8 High Street Glasgow G4 0SX  ,The Partnership of Hasan Dogan and Y,Yasar Gunes,2017/09/06 00:00:00+00,,Monday to,Premises ,60,,259682,664896,906700408396,,8 High Street Glasgow G1 1NL ,,Calton / Bridgeton,28,09,Calton,S02001931
255931,667764,1531,On & Off,GC2213,Western Lawn Tennis & Squash Club 30 Hyndland Road Glasgow G12 9UP  ,Western Lawn Tennis and Squash Club,Emilio Giovanazzi,2017/09/07 00:00:00+00,,On Sales ,Premises ,140,0,255931,667764,906700326518,,20A Hyndland Road Glasgow G12 9UP ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001957
258763,665807,1532,On,GC2301,Waterstones 153-157 Sauchiehall Street Glasgow G2 3EW  ,Waterstone's Booksellers Limited,Ewelina Agnieszka Zajac,2017/10/27 00:00:00+00,,Monday to,Premises ,200,,258763,665807,906700107885,,153 Sauchiehall Street Glasgow G2 3EW ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
256387,661482,1533,Off,GC2268,Day Today 15 McArthur Street Glasgow G43 1RU  ,G & S (Scotland) Limited,Sajid Mahmood,2017/11/01 00:00:00+00,,Monday to,Premises ,,22.6,256387,661482,906700295758,,15 Mcarthur Street Glasgow G43 1RU ,,Pollokshaws / Mansewood,47,02,Newlands/Auldburn,S02001873
260370.6,662867.060000001,1534,On,GC2257,The Jenny Burn 8 The Clyde Gateway Glasgow G5 0BJ  ,Marston's Operating Limited,Siobhan Symon,2017/11/24 00:00:00+00,,Monday to,Premises ,180,,260370.6,662867.06,906700523505,,Flat 1/1 8 The Clyde Gateway Glasgow G5 0BJ ,,Greater Gorbals,3,08,Southside Central,S02001888
258732,668954,1535,Off,GC2294,One O One Convenience Store 527 Balmore Road Glasow G22 6NX  ,One-O-One Convenience Stores Limited,Pauline Young,2017/11/24 00:00:00+00,,Monday to,Premises ,,26.8,258732,668954,906700008907,,527 Balmore Road Glasgow G22 6NX ,,Lambhill / Milton,35,16,Canal,S02001943
257625,662990,1536,On & Off,GC2297,Six by Nico Southside 142 Nithsdale Road Glasgow G41 5RB  ,VVS Investments Limited,Neal Alexander Tait Manson,2017/11/24 00:00:00+00,,On Sales ,Premises ,20,3,257625,662990,906700193166,,142 Nithsdale Road Glasgow G41 5RB ,,Pollokshields East,54,06,Pollokshields,S02001864
257137,661900,1537,Off,GC2292,45A Kilmarnock Road Glasgow G41 3YN   ,Shawland Retails Ltd,Babar Shahzad,2017/11/28 00:00:00+00,,Monday to,Premises ,,14.3,257137,661900,906700383234,,45A Kilmarnock Road Glasgow G41 3YN ,,Langside / Battlefield,7,07,Langside,S02001870
259141,665324,1538,On & Off,GC2235,BRGR 6 Royal Exchange Square Glasgow G1 3AB  ,CLGM LIC Ltd,Colin Aitken,2017/12/08 00:00:00+00,,On Sales ,Premises ,42,6.7,259141,665324,906700101800,,6 Royal Exchange Square Glasgow G1 3AB ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258736,665819,1539,On & Off,GC2239,Smashburger Unit 23 165 Sauchiehall Centre Sauchiehall Street Glasgow G2 3EW,SB Realty Limited,George Rosu,2017/12/11 00:00:00+00,,On Sales ,Premises ,133,0.92,258736,665819,906700107891,,165 Sauchiehall Street Glasgow G2 3ER ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
251937,670810,1540,Off,GC2159,Aldi 500 Duntreath Avenue Glasgow G15 8TB  ,Aldi Stores Limited ,Craig Kilpatrick,2017/12/15 00:00:00+00,,Monday to,Premises ,,39,251937,670810,906700355932,,500 Duntreath Avenue Glasgow G15 8TB ,,Drumchapel,40,14,Drumchapel/Anniesland,S02001974
258024,662785,1541,Off,GC2293,The Wee Beer Shop 623 Pollokshaws Road Glasgow G41 2QG  ,Niall Kennedy,Niall Kennedy,2017/12/15 00:00:00+00,,Monday to,Premises ,,22.17,258024,662785,906700291838,,623 Pollokshaws Road Glasgow G41 2QG ,,Govanhill,4,08,Southside Central,S02001868
254995,667186,1542,On & Off,GC2300,240 Crow Road Glasgow G11 7LA   ,Red Garden Bistro Ltd,Carlos David Wheeler,2017/12/19 00:00:00+00,,On Sales ,Premises ,36,4.3,254995,667186,906700029266,,240 Crow Road Glasgow G11 7LA ,,Broomhill / Partick West,33,12,Victoria Park,S02001959
256350,665615,1543,On & Off,GC2148,Clydeside Distillery The Pump House Stobcross Road Glasgow G3 8QQ ,Morrison Glasgow Distillers LImited,Bridgeen Bernadette Mullen,2017/12/21 00:00:00+00,,On Sales ,Premises ,290,37.36,256350,665615,906700097185,,100 Stobcross Road Glasgow G3 8QQ ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001936
258942,665478,1544,On & Off,GC2299,Babs 49 West Nile Street Glasgow G1 2PT  ,BMB LIC Limited,James Lauchlan McMillan Su,2017/12/21 00:00:00+00,,On Sales ,Premises ,60,4.3,258942,665478,906700122037,,49 West Nile Street Glasgow G1 2PT ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258744,665095,1545,On & Off,GC2296,30 Midland Street/253 Argyle Street Glasgow G2 8DL   ,Its All Food Group Limited,Kathryn McCormick,2018/02/23 00:00:00+00,,On Sales ,Premises ,1831,16,258744,665095,906700006034,,The Arches Theatre 253 Argyle Street Glasgow G2 8DL ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
265837,663534,1546,On & Off,GC2259,Rustico 16 Grantlea Terrace Glasgow G32 9JN  ,RJP Hospitality Limited,,2018/03/05 00:00:00+00,,On and Of,Premises ,50,1.3,265837,663534,906700164641,,16 Grantlea Terrace Glasgow G32 9JN ,,Mount Vernon / East Shettleston,55,19,Shettleston,S02001899
259945.23,663090.43,1547,Off,GC2267,Block 1 29-31 Elmfoot Grove Glasgow G5 0LR  ,Sabir Ali Ahmed,Taiyub Rasul,2018/03/09 00:00:00+00,,Monday to,Premises ,,21.075,259945.23,663090.43,906700500429,,27 Elmfoot Grove Glasgow G5 0LR ,,Greater Gorbals,3,08,Southside Central,S02001888
258032,666027,1548,On,GC2311,536-538 Sauchiehall Street Glasgow G2 3LX   ,Non Viet Limited,Younes Chachai Handi,2018/03/16 00:00:00+00,,Monday to,Premises ,60,,258032,666027,906700105235,,538 Sauchiehall Street Glasgow G2 3LX ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
258998,665184,1549,Off,GC2319,Hotel Chocolat Retail Limited 42 Buchanan Street Glasgow G1 3JX  ,Hotel Chocolat Retail Limited,Lyndsay Allison Wilson,2018/04/20 00:00:00+00,,Monday to,Premises ,,3,258998,665184,906700018296,,42 Buchanan Street City Centre Glasgow G1 3JX ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
259449,665383,1550,On,GC2325,Red Bus Bistro Company Limited 266 George Street Glasgow G1 1QX  ,Red Bus Bistro Company Limited,Alison Simpson,2018/05/18 00:00:00+00,,Monday to,Premises ,40,,259449,665383,906700434059,,City Chambers 235 George Street City Centre Glasgow G1 1QZ ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
257188,665168,1551,On & Off,GC2237,25 Tunnel Street Glasgow G3 8HL   ,Forrest Hotels Limited,Graham Alexander Chalmers,2018/05/24 00:00:00+00,,On Sales ,Premises ,1050,28.7,257188,665168,906700118376,,28 Tunnel Street Glasgow G3 8HL ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001936
252065,664957,1552,Off,GC2314,25 Linburn Place Glasgow G52 4EZ   ,Chunmei Zhang,Bernard Hinselwood,2018/05/31 00:00:00+00,,Monday to,Premises ,,30.6,252065,664957,906700178393,,25 Linburn Place Glasgow G52 4EZ ,,North Cardonald / Penilee,49,04,Cardonald,S02001853
259549,665195,1553,On & Off,GC2322,Toka 103 Ingram Street Glasgow G1 1DX  ,AP Buci Ltd,Paige Buci,2018/06/15 00:00:00+00,,On Sales ,Premises ,36,2.9,259549,665195,906700317814,,103 Ingram Street Glasgow G1 1DX ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
263961,663341,1554,On & Off,GC2212,999 Tollcross Road Glasgow G32 8UU   ,Albaspey Limited,Daniel Timis,2018/06/25 00:00:00+00,,On Sales ,Premises ,200,0,263961,663341,906700228444,,997 Tollcross Road Glasgow G32 8UU ,,Tollcross / West Shettleston,56,19,Shettleston,S02001896
256901,661587,1555,On & Off,GC2327,212 Kilmarnock Road Glasgow G43 1TY   ,SOL 11 LTD,Jose Carbajosa,2018/07/03 00:00:00+00,,On Sales ,Premises ,97,1.98,256901,661587,906700501376,,212 Kilmarnock Road Glasgow G43 1TY ,,Shawlands / Strathbungo,6,06,Pollokshields,S02001870
253976,659420,1556,Off,GC2290,Varsovia 9 Kilmaluag Terrace Glasgow G46 8DG  ,Varsovia Ltd,Anna Kaczmarek,2018/07/25 00:00:00+00,,Monday to,Premises ,,1.68,253976,659420,906700287629,,9 Kilmaluag Terrace Glasgow G46 8DG ,,Arden / Carnwadric,48,02,Newlands/Auldburn,S02001842
258245,661451,1557,On,GC2122,Ristorante Trevi 9-11 Lochleven Road Glasgow G42 9JU  ,Tefa Ltd,Elbasan Murati,2018/08/24 00:00:00+00,,Monday to,Premises ,20,,258245,661451,906700280168,,9 Lochleven Road Glasgow G42 9JU ,,Langside / Battlefield,7,07,Langside,S02001867
258682.06,665067.779999999,1558,On & Off,GC2336,Motel One Glasgow 78-82 Oswald Street Glasgow G1 4PL  ,M1 RE Glasgow Limited,Celia Hague,2018/09/18 00:00:00+00,,On Sales ,Premises ,300,39.23,258682.06,665067.78,906700084161,,62 Oswald Street Glasgow G1 4PL ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
259054,665187,1559,On,GC2308,Everyman Cinema Unit 3-5 Lower Ground Floor Princes Square Glasgow ,Everyman Media Limited,Jamie Vale,2018/10/24 00:00:00+00,,Monday to,Premises ,305,,259054,665187,906700319319,,Basement 1 Princes Square 48 Buchanan Street City Centre Glasgow G1 3JN ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
259934.55,665229.890000001,1560,On,GC2320,Moxy Hotel Glasgow 210 High Street Glasgow G4 0QW  ,Hotel Co 51 Uk Ltd,Rania Mamdouh Shaaban Walk,2018/10/29 00:00:00+00,,Monday to,Premises ,225,,259934.55,665229.89,906700519176,,210 High Street Glasgow G4 0QW ,,Calton / Bridgeton,28,09,Calton,S02001931
258437,665576,1561,On,GC2207,The Royal College of Physicians & Surgeons Glasgow 232-242 St Vincent Street Glasgow G2 5RJ  ,The Royal College of Physicians & Su,Rajneesh Singh,2018/11/01 00:00:00+00,,Monday to,Premises ,700,,258437,665576,906700097164,,Royal College Of Physicians 242 St Vincent Street Glasgow G2 5RJ ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
257212,664273,1562,On,GC2347,FORE Play Crazy Golf 124 Portman Street Glasgow G41 1EJ  ,Fore Play Crazy Golf Limited,Christian O'Brien,2018/11/01 00:00:00+00,,Monday to,Premises ,256,,257212,664273,906700495127,,130 Portman Street Glasgow G41 1EJ ,,Ibrox / Kingston,2,05,Govan,S02001861
258599,665171,1563,Off,GC2335,Co-op 292 Argyle Street Glasgow G2 8DD  ,Co-operative Group Food Limited,Lorna Patton,2018/11/07 00:00:00+00,,Monday to,Premises ,,24.475,258599,665171,906700006049,,292 Argyle Street Glasgow G2 8QW ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
256319,666509,1564,On,GC2332,Partick St Mary's Lodge 92 Dumbarton Road Glasgow G11 6NX  ,Partick St Mary's Lodge,,2018/11/16 00:00:00+00,,Monday to,Premises ,81,,256319,666509,906700036669,,92 Dumbarton Road Glasgow G11 6NX ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
250907.53,669085.84,1565,Off,GC2343,Lidl Great Britain Limited 225 MIll Road Glasgow G81 1BN  ,Lidl Great Britain Limited,Jaganathan Narayanasamy,2018/11/16 00:00:00+00,,Monday to,Premises ,,65.8,250907.53,669085.84,906700526331,,225 Mill Road Glasgow G81 1BN ,,Yoker / Scotstoun,15,13,Garscadden/Scotstounhill,S02001964
257925,662667,1566,On & Off,GC2310,697 Pollokshaws Road Glasgow G41 2AB   ,Block 12 Ltd,Andreas Christoforou,2018/11/23 00:00:00+00,,On Sales ,Premises ,84,12.24,257925,662667,906700300725,,697 Pollokshaws Road Glasgow G41 2AB ,,Shawlands / Strathbungo,6,08,Southside Central,S02001868
263572,668600,1567,Off,GC2350,Iceland Foods Limited Robroyston Retail Park 37 Monument Drive Robroyston Glasgow G33 1AQ,Iceland Foods Limited,Alistair George Brand,2018/11/28 00:00:00+00,,Monday to,Premises ,,19.8,263572,668600,906700420180,,37 Monument Drive Glasgow G33 1AQ ,,Robroyston / Millerston,25,17,Springburn/Robroyston,S02001918
258906,665354,1568,On,GC2346,40 Gordon Street Glasgow G1 3PU   ,La Vita (Gordon Street) Limited,Mehmet Varol,2018/12/07 00:00:00+00,,Monday to,Premises ,130,,258906,665354,906700047954,,40 Gordon Street Glasgow G1 3PU ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
253970,663840,1569,On & Off,GC2274,Rawlings Love to Eat 583 Mosspark Boulevard Glasgow G52 1SB  ,Rawlings Catering Ltd,Neil Rawlings,2018/12/11 00:00:00+00,,On Sales ,Premises ,40,2.3,253970,663840,906700275750,,583 Mosspark Boulevard Glasgow G52 1SB ,,Crookston /South Cardonald,51,04,Cardonald,S02001850
258362,663196,1570,On & Off,GC2333,76 Victoria Road Glasgow G42 7AA   ,John Henry Dawson,John Henry Dawson,2018/12/11 00:00:00+00,,On Sales ,Premises ,34,2,258362,663196,906700373617,,76 Victoria Road Glasgow G42 7AA ,,Govanhill,4,08,Southside Central,S02001864
